b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc
gene_38026	5.89256051012342	5.85713253251555	7.72970161584252	7.69940323511414	5.87484652131949	7.71455242547833	6.81113106298297	6.77826788381484	-0.0354279776078705	-0.0302983807283805	1.83970590415884	-0.0328631791681255
gene_114611	6.18474014771716	5.97794864576457	7.40172078247384	7.2296730370896	6.08134439674087	7.31569690978172	6.7932304650955	6.60381084142708	-0.206791501952591	-0.172047745384247	1.23435251304085	-0.189419623668419
gene_3620	6.40193795562045	7.58021707247553	8.22638291798004	10.3795890153318	6.99107751404799	9.30298596665591	7.31416043680024	8.97990304390366	1.17827911685508	2.15320609735175	2.31190845260792	1.66574260710341
gene_116464	6.66118706012861	6.51586806264739	7.69660886129324	7.61640331410644	6.588527561388	7.65650608769984	7.17889796071092	7.06613568837692	-0.145318997481222	-0.0802055471867922	1.06797852631184	-0.112762272334008
gene_101520	6.68560560986114	6.63070931324266	7.71461145172893	7.93847381757251	6.6581574615519	7.82654263465072	7.20010853079504	7.28459156540759	-0.0548962966184847	0.223862365843582	1.16838517309882	0.0844830346125489
gene_53579	6.87636183709751	6.87400054641587	7.83050571292419	7.99214872596001	6.87518119175669	7.9113272194421	7.35343377501085	7.43307463618794	-0.00236129068163837	0.161643013035818	1.03614602768541	0.0796408611770891
gene_42375	6.41642323699722	6.47557307664757	7.95209812516491	8.08691821246714	6.4459981568224	8.01950816881602	7.18426068108107	7.28124564455736	0.0591498396503489	0.134820087302228	1.57351001199363	0.0969849634762889
gene_67639	6.61548163638778	6.75954343647071	8.12340813340439	8.34864316663671	6.68751253642924	8.23602565002055	7.36944488489608	7.55409330155371	0.144061800082929	0.22523503323232	1.5485131135913	0.184648416657624
gene_116528	6.71523954380469	6.5263601217418	7.82950669278978	7.65500284505489	6.62079983277325	7.74225476892234	7.27237311829724	7.09068148339835	-0.18887942206289	-0.174503847734893	1.12145493614909	-0.181691634898892
gene_5618	6.32243189133032	7.97397553575576	7.82558708338361	10.0575981552556	7.14820371354304	8.9415926193196	7.07400948735697	9.01578684550568	1.65154364442544	2.23201107187198	1.79338890577656	1.94177735814871
gene_3608	6.93890212153059	6.9857018928255	7.97291435035119	8.10328704601207	6.96230200717804	8.03810069818163	7.45590823594089	7.54449446941878	0.0467997712949089	0.130372695660883	1.07579869100359	0.088586233477896
gene_96381	7.0700284239972	7.06637223334611	8.45184494562072	8.44505255061005	7.06820032867165	8.44844874811538	7.76093668480896	7.75571239197808	-0.00365619065108636	-0.0067923950106703	1.38024841944373	-0.00522429283087789
gene_65503	7.13143450971648	7.04054267325284	8.89622681171956	9.03246962112676	7.08598859148466	8.96434821642316	8.01383066071802	8.0365061471898	-0.0908918364636344	0.136242809407198	1.8783596249385	0.0226754864717815
gene_78905	6.64912155721958	6.58834655876222	7.82543015160852	7.85409677108316	6.6187340579909	7.83976346134584	7.23727585441405	7.22122166492269	-0.0607749984573607	0.0286666194746426	1.22102940335495	-0.0160541894913591
gene_83256	7.12794771000133	7.16737565657652	8.99267906014532	9.12039144627046	7.14766168328892	9.05653525320789	8.06031338507332	8.14388355142349	0.0394279465751906	0.127712386125145	1.90887356991897	0.0835701663501673
gene_11092	7.0288869295953	7.13315065331484	8.51431467183955	8.44425492044512	7.08101879145507	8.47928479614234	7.77160080071743	7.78870278687998	0.104263723719543	-0.0700597513944334	1.39826600468727	0.0171019861625554
gene_97377	6.61306357991308	6.58348511271076	8.36413780333431	8.281617115065	6.59827434631192	8.32287745919965	7.4886006916237	7.43255111388788	-0.0295784672023229	-0.0825206882693106	1.72460311288773	-0.0560495777358172
gene_60828	7.068972796537	7.10730341834973	8.27917306811364	8.18485350684417	7.08813810744336	8.23201328747891	7.67407293232532	7.64607846259695	0.0383306218127348	-0.0943195612694723	1.14387518003554	-0.0279944697283687
gene_101230	7.20373497864338	8.56381750155292	9.16400867662154	10.9748820556178	7.88377624009815	10.0694453661197	8.18387182763246	9.76934977858538	1.36008252290954	1.8108733789963	2.18566912602154	1.58547795095292
gene_764	7.08050273048415	6.88870377754904	8.83898779893544	8.94249776647091	6.98460325401659	8.89074278270317	7.95974526470979	7.91560077200997	-0.191798952935108	0.103509967535473	1.90613952868658	-0.044144492699818
gene_9199	7.16849925035867	8.38386423595473	8.42422257484092	10.3315578087528	7.7761817431567	9.37789019179686	7.7963609125998	9.35771102235376	1.21536498559605	1.90733523391187	1.60170844864016	1.56135010975396
gene_9666	7.28995463259916	8.63297929807482	9.04421765141944	11.0665795877847	7.96146696533699	10.055398619602	8.1670861420093	9.84977944292974	1.34302466547565	2.02236193636521	2.09393165426506	1.68269330092043
gene_58033	7.25630133653355	8.64100503475575	9.1074266608425	10.9594767870816	7.94865318564465	10.0334517239621	8.18186399868802	9.80024091091868	1.3847036982222	1.85205012623912	2.08479853831741	1.61837691223066
gene_87515	6.6730605551008	6.80254920889531	7.79228951882289	7.90898705748765	6.73780488199806	7.85063828815527	7.23267503696184	7.35576813319148	0.129488653794512	0.116697538664764	1.11283340615721	0.123093096229637
gene_25860	7.32337731556986	8.77198370450314	8.96175208870771	10.6471556412653	8.0476805100365	9.80445386498653	8.14256470213878	9.70956967288424	1.44860638893328	1.68540355255764	1.75677335495003	1.56700497074546
gene_94748	7.43639532244991	7.38858753454962	9.19730425770224	9.40863075370152	7.41249142849976	9.30296750570188	8.31684979007608	8.39860914412557	-0.0478077879002869	0.211326495999275	1.89047607720212	0.0817593540494936
gene_91316	7.41845099533301	7.42070444213795	9.18022311654888	9.01341609792778	7.41957771873548	9.09681960723833	8.29933705594095	8.21706027003287	0.00225344680493933	-0.1668070186211	1.67724188850285	-0.0822767859080802
gene_1335	7.44337273707925	7.45247563205569	9.28388252053886	9.34134083743557	7.44792418456747	9.31261167898721	8.36362762880906	8.39690823474563	0.00910289497643735	0.057458316896712	1.86468749441974	0.0332806059365751
gene_87261	7.56010264395234	7.4415057249127	9.28161024485098	9.4101742367305	7.50080418443252	9.34589224079074	8.42085644440166	8.4258399808216	-0.118596919039638	0.128563991879519	1.84508805635823	0.00498353641994065
gene_87132	7.21101460650382	7.08289262369698	9.21391282337387	9.02737535493765	7.1469536151004	9.12064408915576	8.21246371493885	8.05513398931731	-0.128121982806841	-0.186537468436223	1.97369047405537	-0.157329725621533
gene_8171	7.42166650393896	7.23929248812822	9.28776642851167	9.22253801358963	7.33047949603359	9.25515222105065	8.35471646622531	8.23091525085893	-0.182374015810733	-0.0652284149220321	1.92467272501706	-0.123801215366381
gene_69980	7.57754818353982	7.46882645172546	9.22428019230105	8.99190978770118	7.52318731763264	9.10809499000112	8.40091418792044	8.23036811971332	-0.108721731814366	-0.23237040459987	1.58490767236848	-0.170546068207118
gene_98699	7.41403904123864	8.83415482742273	9.12573156081386	10.9290791582898	8.12409693433068	10.0274053595518	8.26988530102625	9.88161699285627	1.42011578618409	1.80334759747596	1.90330842522116	1.61173169183002
gene_69124	7.51317797369438	7.53756203330074	8.9376518540647	8.8551974112272	7.52537000349756	8.89642463264595	8.22541491387954	8.19637972226397	0.0243840596063523	-0.0824544428374985	1.37105462914839	-0.0290351916155736
gene_6812	7.54407206763491	7.51693460378842	9.43315601158862	9.42442560650301	7.53050333571167	9.42879080904581	8.48861403961176	8.47068010514572	-0.027137463846481	-0.00873040508560941	1.89828747333415	-0.0179339344660452
gene_107676	7.37723743644745	7.35790523595985	9.01886058577738	9.23371932382612	7.36757133620365	9.12628995480175	8.19804901111242	8.29581227989298	-0.0193322004875949	0.214858738048736	1.7587186185981	0.0977632687805698
gene_65235	7.46803999415704	7.43523891584503	9.14899096979544	9.28573882119813	7.45163945500104	9.21736489549679	8.30851548197624	8.36048886852158	-0.0328010783120165	0.136747851402689	1.76572544049575	0.0519733865453365
