b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc
gene_105171	5.43834230296601	5.58106170263667	7.25170329104008	7.48432032084729	5.50970200280134	7.36801180594369	6.34502279700305	6.53269101174198	0.142719399670662	0.232617029807213	1.85830980314235	0.187668214738937
gene_105414	6.18443670207578	7.3490036541048	7.19306823442523	9.92288270912838	6.76672017809029	8.55797547177681	6.6887524682505	8.63594318161659	1.16456695202903	2.72981447470315	1.79125529368652	1.94719071336609
gene_54951	6.40602562642937	6.55303254353597	7.47586907260076	7.64467707997414	6.47952908498267	7.56027307628745	6.94094734951507	7.09885481175506	0.147006917106601	0.168808007373384	1.08074399130478	0.157907462239992
gene_109248	6.7549122062451	6.71371204033434	7.65807101205934	7.86861575295674	6.73431212328972	7.76334338250804	7.20649160915222	7.29116389664554	-0.0412001659107615	0.210544740897403	1.02903125921831	0.084672287493321
gene_63551	6.69208401848675	6.72277334668637	5.35871910817056	5.36476351098256	6.70742868258656	5.36174130957656	6.02540156332866	6.04376842883446	0.0306893281996201	0.0060444028119937	-1.34568737301	0.0183668655058078
gene_93743	6.50181366468153	7.75205188594883	7.99386206914127	10.2310682705158	7.12693277531518	9.11246516982856	7.2478378669114	8.99156007823234	1.25023822126729	2.23720620137458	1.98553239451338	1.74372221132093
gene_108942	7.30193245419284	5.47829912469126	6.81814453153461	3.55625882998735	6.39011578944205	5.18720168076098	7.06003849286372	4.5172789773393	-1.82363332950157	-3.26188570154726	-1.20291410868107	-2.54275951552442
gene_23808	6.73309326121365	6.76892962807115	8.5699983213894	8.57994586211115	6.7510114446424	8.57497209175028	7.65154579130153	7.67443774509115	0.0358363668574935	0.00994754072175397	1.82396064710787	0.0228919537896246
gene_63118	8.37615201545626	6.89698148049032	10.205898379779	8.05228085088776	7.63656674797329	9.12908961533338	9.29102519761764	7.47463116568904	-1.47917053496594	-2.15361752889126	1.4925228673601	-1.8163940319286
gene_7898	7.03385911800078	7.09881071057369	8.71652944980401	8.85921445048246	7.06633491428723	8.78787195014323	7.87519428390239	7.97901258052807	0.0649515925729123	0.142685000678448	1.721537035856	0.10381829662568
