b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc	b1_dispersion	b2_dispersion
gene_105171	5.43834230296601	5.58106170263667	7.25170329104008	7.48432032084729	5.50970200280134	7.36801180594369	6.34502279700305	6.53269101174198	0.142719399670662	0.232617029807213	1.85830980314235	0.187668214738937	1.08868500662358	0.722569522147703
gene_105414	6.18443670207578	5.97685767737258	7.19306823442523	7.439404589658	6.08064718972418	7.31623641204162	6.6887524682505	6.70813113351529	-0.207579024703199	0.246336355232765	1.23558922231744	0.0193786652647834	1.01174999379074	0.737882637865561
gene_54951	6.40602562642937	6.55303254353597	7.47586907260076	7.64467707997414	6.47952908498267	7.56027307628745	6.94094734951507	7.09885481175506	0.147006917106601	0.168808007373384	1.08074399130478	0.157907462239992	0.941181065216491	0.662951736197939
gene_109248	6.7549122062451	6.71371204033434	7.65807101205934	7.86861575295674	6.73431212328972	7.76334338250804	7.20649160915222	7.29116389664554	-0.0412001659107615	0.210544740897403	1.02903125921831	0.084672287493321	0.887832533029949	0.596110453040203
gene_63551	6.69208401848675	6.72277334668637	5.35871910817056	5.36476351098256	6.70742868258656	5.36174130957656	6.02540156332866	6.04376842883446	0.0306893281996201	0.0060444028119937	-1.34568737301	0.0183668655058078	0.893793298441895	1.10468304955029
gene_93743	6.50181366468153	6.33050425772891	7.99386206914127	8.12282578589723	6.41615896120522	8.05834392751925	7.2478378669114	7.22666502181307	-0.171309406952626	0.128963716755957	1.64218496631403	-0.0211728450983353	0.953417850937436	0.495536341287027
gene_108942	5.5468421687168	5.47829912469126	3.47443945865548	3.55625882998735	5.51257064670403	3.51534914432141	4.51064081368614	4.5172789773393	-0.0685430440255415	0.0818193713318647	-1.99722150238262	0.00663816365316183	1.08836025816696	1.21635331010229
gene_23808	6.73309326121365	6.76892962807115	8.5699983213894	8.57994586211115	6.7510114446424	8.57497209175028	7.65154579130153	7.67443774509115	0.0358363668574935	0.00994754072175397	1.82396064710787	0.0228919537896246	0.884088255952252	0.326524569372549
gene_63118	6.91114461344766	6.89698148049032	8.17093976985912	8.05228085088776	6.90406304696899	8.11161031037344	7.54104219165339	7.47463116568904	-0.0141631329573393	-0.118658918971361	1.20754726340445	-0.0664110259643502	0.848264214004526	0.477080321874865
gene_7898	7.03385911800078	7.09881071057369	8.71652944980401	8.85921445048246	7.06633491428723	8.78787195014323	7.87519428390239	7.97901258052807	0.0649515925729123	0.142685000678448	1.721537035856	0.10381829662568	0.807252867109842	0.278216439197256
gene_48433	7.10869972724881	7.08149156346476	8.93525937796086	8.94432675435302	7.09509564535679	8.93979306615694	8.02197955260484	8.01290915890889	-0.0272081637840538	0.00906737639216004	1.84469742080015	-0.00907039369594642	0.799653815975613	0.245743638281569
gene_48995	7.10419778182636	7.19054095463164	8.27634820771008	8.17245842716011	7.147369368229	8.2244033174351	7.69027299476822	7.68149969089588	0.0863431728052797	-0.103889780549968	1.07703394920609	-0.00877330387234476	0.785586075894015	0.437759245332028
gene_113550	7.17202132026087	7.22936835316706	8.43128287253477	8.18943517918054	7.20069483671397	8.31035902585766	7.80165209639782	7.7094017661738	0.0573470329061898	-0.241847693354236	1.10966418914369	-0.0922503302240232	0.770894393582885	0.407558013460336
gene_12037	7.25343183184043	7.22715453036537	9.19588847873696	9.14615075559776	7.2402931811029	9.17101961716736	8.22466015528869	8.18665264298157	-0.026277301475063	-0.0497377231391951	1.93072643606446	-0.0380075123071286	0.759762016888644	0.224197234078075
gene_61579	7.36530410441109	7.33927552353944	9.15625146072771	9.05222102219391	7.35228981397527	9.10423624146081	8.2607777825694	8.19574827286667	-0.0260285808716505	-0.104030438533803	1.75194642748554	-0.0650295097027271	0.727253276407202	0.226347583136177
gene_97512	7.26222231249352	7.32404296962472	9.26722419477122	9.04810813855202	7.29313264105912	9.15766616666162	8.26472325363237	8.18607555408837	0.0618206571311957	-0.219116056219205	1.8645335256025	-0.0786476995440051	0.744612313412181	0.224430266930722
gene_22465	7.3728369387349	7.38812342966908	9.07350108205944	9.19402996833494	7.38048018420199	9.13376552519719	8.22316901039717	8.29107669900201	0.0152864909341819	0.120528886275499	1.75328534099521	0.0679076886048406	0.718834169596711	0.225078496716076
gene_17506	7.27436319831684	7.23627342968118	9.0847558691338	9.01160310322512	7.25531831399901	9.04817948617946	8.17955953372532	8.12393826645315	-0.038089768635662	-0.0731527659086861	1.79286117218045	-0.0556212672721745	0.755488380409102	0.230429787390521
gene_97697	7.4249987008528	7.28358349056055	8.76600549965122	8.56437497738942	7.35429109570668	8.66519023852032	8.09550210025201	7.92397923397499	-0.141415210292249	-0.2016305222618	1.31089914281364	-0.171522866277025	0.726658706889883	0.304797138960368
gene_64076	7.49708206733792	7.29526027308104	9.3244439931929	9.3196079361312	7.39617117020948	9.32202596466205	8.41076303026541	8.30743410460612	-0.201821794256881	-0.00483605706169854	1.92585479445257	-0.103328925659289	0.714107190528143	0.224602475496618
