b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc	b1_dispersion	b2_dispersion
gene_8359	5.38455733016227	5.49290751637437	7.26809919213981	7.05137160263315	5.43873242326832	7.15973539738648	6.32632826115104	6.27213955950376	0.108350186212096	-0.216727589506658	1.72100297411816	-0.0541887016472815	1.09654029584998	0.782209782064017
gene_8142	5.61589701410833	5.60957926106561	7.41750498541643	7.63211234989386	5.61273813758697	7.52480866765514	6.51670099976238	6.62084580547973	-0.00631775304272075	0.214607364477434	1.91207053006817	0.104144805717357	1.0766578252567	0.674268883295365
gene_53242	6.21036792471373	6.09661065968241	8.22466581343323	8.02729235670204	6.15348929219807	8.12597908506763	7.21751686907348	7.06195150819223	-0.113757265031318	-0.197373456731189	1.97248979286956	-0.155565360881254	0.999979350021746	0.47208922033133
gene_106834	6.19693849091333	6.397181315468	5.01078162317276	4.80261089903858	6.29705990319066	4.90669626110567	5.60386005704305	5.59989610725329	0.200242824554675	-0.208170724134184	-1.39036364208499	-0.00396394978975501	0.975346594805245	1.14556266530345
gene_45241	6.52439016426499	6.51463435716086	7.86732147413453	7.77493147779105	6.51951226071292	7.82112647596279	7.19585581919976	7.14478291747595	-0.00975580710413571	-0.0923899963434822	1.30161421524986	-0.051072901723809	0.933253540067063	0.576675982713194
gene_60416	5.85280541452879	5.80796584008867	3.77663330755687	3.9068234342432	5.83038562730873	3.84172837090003	4.81471936104283	4.85739463716593	-0.0448395744401138	0.130190126686329	-1.9886572564087	0.0426752761231075	1.048667498777	1.20506971809219
gene_55732	6.11901639374488	6.25553968855565	7.24521032252424	7.17069278358007	6.18727804115026	7.20795155305215	6.68211335813456	6.71311623606786	0.13652329481078	-0.074517538944173	1.02067351190189	0.0310028779333038	0.994355271280618	0.768868487368332
gene_35964	6.40508213930052	6.41801239708004	8.1960204323527	8.22020846101988	6.41154726819028	8.20811444668629	7.30055128582661	7.31911042904996	0.0129302577795212	0.0241880286671812	1.79656717849601	0.0185591432233521	0.954292801931645	0.443458153088179
gene_72027	6.78976016229431	6.87664548357679	7.84485737818959	7.88034465011322	6.83320282293555	7.86260101415141	7.31730877024195	7.37849506684501	0.0868853212824812	0.0354872719236301	1.02939819121586	0.0611862966030552	0.865190362554932	0.562635909816095
gene_96244	7.14701700586012	7.14541537179	9.02070596399996	8.82470501928097	7.14621618882506	8.92270549164047	8.08386148493004	7.98506019553549	-0.00160163407011549	-0.196000944718987	1.77648930281541	-0.0988012893945509	0.785899984192814	0.249145418630959
gene_17574	7.1118134617915	6.94532337412914	8.82596787199537	8.94710541500854	7.02856841796032	8.88653664350196	7.96889066689343	7.94621439456884	-0.166490087662361	0.121137543013173	1.85796822554164	-0.0226762723245937	0.817079763484992	0.257122019112651
gene_108508	7.19662512011782	7.13441925138669	5.48338463321796	5.54167694858401	7.16552218575225	5.51253079090098	6.34000487666789	6.33804809998535	-0.0622058687311338	0.0582923153660477	-1.65299139485127	-0.00195677668254302	0.780623455980273	1.08836477399106
gene_110470	7.20568413546384	7.19653142360439	8.75357442380865	8.76692648539778	7.20110777953412	8.76025045460322	7.97962927963625	7.98172895450108	-0.00915271185945166	0.0133520615891243	1.5591426750691	0.00209967486483542	0.770779280551663	0.284036083590604
gene_29828	7.29794296348204	7.10748135619915	9.00674389499778	9.15460483500446	7.2027121598406	9.08067436500112	8.15234342923991	8.13104309560181	-0.190461607282888	0.147860940006682	1.87796220516053	-0.0213003336381039	0.770331843425061	0.227779105400383
gene_89697	7.34780866454171	7.44255940184721	8.60024556864056	8.75935003531036	7.39518403319446	8.67979780197546	7.97402711659114	8.10095471857878	0.0947507373054934	0.159104466669795	1.284613768781	0.126927601987645	0.714405428228134	0.301493728735731
gene_118629	7.40945028546402	7.41008161851844	9.36120055222776	9.24843155923855	7.40976595199123	9.30481605573316	8.38532541884589	8.3292565888785	0.000631333054416316	-0.112768992989206	1.89505010374193	-0.0560688299673942	0.709988185015211	0.224572419320551
gene_9387	7.4435420067236	7.46264091902438	9.29934223909896	9.44375967769245	7.45309146287399	9.3715509583957	8.37144212291128	8.45320029835842	0.0190989123007794	0.144417438593489	1.91845949552171	0.0817581754471366	0.696716413052699	0.223937785976403
gene_42489	7.42048578087703	7.34682617437187	9.37698824253116	9.37167514670543	7.38365597762445	9.3743316946183	8.3987370117041	8.35925066053865	-0.0736596065051582	-0.00531309582573769	1.99067571699385	-0.0394863511654489	0.717879799994979	0.223853927055495
gene_75857	6.96962328419483	7.15070000020468	8.60741741862063	8.42189266183773	7.06016164219976	8.51465504022918	7.78852035140773	7.7862963310212	0.181076716009846	-0.185524756782906	1.45449339802942	-0.0022240203865298	0.808870921785561	0.342571742951345
gene_105107	7.4704309964625	7.52733527214042	9.45679884826141	9.46684337100234	7.49888313430146	9.46182110963187	8.46361492236195	8.49708932157138	0.0569042756779181	0.0100445227409356	1.96293797533041	0.0334743992094264	0.682451807835172	0.217362299938714
gene_113121	7.26798511181048	7.44406137793209	9.11065693340219	8.90684600254367	7.35602324487128	9.00875146797293	8.18932102260633	8.17545369023788	0.176076266121615	-0.203810930858522	1.65272822310165	-0.0138673323684539	0.726143709964396	0.234795055327559
gene_102594	7.494042971611	7.56659231419923	9.46546299448977	9.35575000645531	7.53031764290511	9.41060650047254	8.47975298305038	8.46117116032727	0.0725493425882302	-0.10971298803446	1.88028885756742	-0.0185818227231156	0.672520216663333	0.222121875686461
gene_7800	7.43933498866855	7.48923247980844	8.58916234786183	8.68887512423748	7.4642837342385	8.63901873604966	8.01424866826519	8.08905380202296	0.0498974911398884	0.0997127763756573	1.17473500181116	0.0748051337577724	0.693252302098768	0.310851608115041
gene_11097	7.4918397772001	7.53185040350807	9.37556631541215	9.59880265533472	7.51184509035409	9.48718448537344	8.43370304630613	8.56532652942139	0.0400106263079607	0.223236339922568	1.97533939501935	0.131623483115265	0.678370189901224	0.214952024346461
gene_75927	7.51195449238522	7.47916511021192	9.33385771912906	9.47930312365521	7.49555980129857	9.40658042139213	8.42290610575714	8.47923411693356	-0.0327893821733038	0.145445404526154	1.91102062009356	0.0563280111764239	0.683495199764095	0.222379826428247
gene_9957	7.47117229922533	7.4734620984656	9.22126280792446	9.12891068356545	7.47231719884547	9.17508674574495	8.3462175535749	8.30118639101552	0.00228979924026795	-0.0923521243590137	1.70276954689948	-0.0450311625593738	0.690756910094992	0.224142872042694
gene_87420	7.53106279331762	7.5159372860688	9.46255183672504	9.52633784535187	7.52350003969321	9.49444484103845	8.49680731502133	8.52113756571034	-0.0151255072488112	0.0637860086268329	1.97094480134524	0.02433025068901	0.674683763522112	0.214308048743437
gene_118681	7.57222155573156	7.45121976642983	9.03463456784332	9.0563412853117	7.51172066108069	9.04548792657751	8.30342806178744	8.25378052587076	-0.121001789301737	0.0217067174683816	1.53376726549682	-0.0496475359166784	0.678409462999625	0.230686595904083
gene_33980	7.4738576042012	7.47985230857628	9.26205303060116	9.22900085530249	7.47685495638874	9.24552694295182	8.36795531740118	8.35442658193939	0.00599470437508476	-0.0330521752986712	1.76867198656309	-0.0135287354617919	0.689344069369118	0.22411155817879
gene_18139	6.64625132916005	6.51712361960236	8.01004768334195	7.91143378216102	6.58168747438121	7.96074073275149	7.328149506251	7.21427870088169	-0.129127709557682	-0.0986139011809257	1.37905325837028	-0.113870805369304	0.920604888690465	0.529150002949507
gene_103045	7.49293623353924	7.49339056118574	9.10269869781569	9.27469404897016	7.49316339736249	9.18869637339292	8.29781746567746	8.38404230507795	0.000454327646507657	0.171995351154468	1.69553297603043	0.0862248394004883	0.684246786791803	0.224012530482149
gene_119251	7.54515893821313	7.54673242562183	9.43522189541761	9.47643504867565	7.54594568191748	9.45582847204663	8.49019041681537	8.51158373714874	0.00157348740869701	0.0412131532580418	1.90988279012915	0.0213933203333703	0.667540853565408	0.217968323914302
gene_103976	7.41815050564313	7.49159802622732	9.30287946340228	9.24486139804869	7.45487426593522	9.27387043072549	8.36051498452271	8.368229712138	0.073447520584188	-0.058018065353588	1.81899616479027	0.00771472761529957	0.696165594093299	0.224355886958458
gene_72698	7.67177611001434	7.590586897518	9.6122985347042	9.47613396358307	7.63118150376617	9.54421624914364	8.64203732235927	8.53336043055054	-0.0811892124963443	-0.136164571121128	1.91303474537746	-0.108676891808736	0.639919536131309	0.210439798253049
gene_23657	7.64045088791668	7.53761173514763	9.09813438214892	9.29617653250588	7.58903131153215	9.1971554573274	8.3692926350328	8.41689413382676	-0.102839152769046	0.19804215035696	1.60812414579525	0.0476014987939557	0.653671213535704	0.223968214002532
