b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc
gene_8359	5.38455733016227	5.49290751637437	7.26809919213981	7.05137160263315	5.43873242326832	7.15973539738648	6.32632826115104	6.27213955950376	0.108350186212096	-0.216727589506658	1.72100297411816	-0.0541887016472815
gene_8142	6.96615276247131	5.60957926106561	10.1163522789704	7.63211234989386	6.28786601176846	8.87423231443215	8.54125252072088	6.62084580547973	-1.3565735014057	-2.48423992907659	2.58636630266369	-1.92040671524115
gene_53242	6.21036792471373	6.09661065968241	8.22466581343323	8.02729235670204	6.15348929219807	8.12597908506763	7.21751686907348	7.06195150819223	-0.113757265031318	-0.197373456731189	1.97248979286956	-0.155565360881254
gene_106834	6.19693849091333	6.397181315468	5.01078162317276	4.80261089903858	6.29705990319066	4.90669626110567	5.60386005704305	5.59989610725329	0.200242824554675	-0.208170724134184	-1.39036364208499	-0.00396394978975501
gene_45241	6.52439016426499	6.51463435716086	7.86732147413453	7.77493147779105	6.51951226071292	7.82112647596279	7.19585581919976	7.14478291747595	-0.00975580710413571	-0.0923899963434822	1.30161421524986	-0.051072901723809
gene_60416	5.85280541452879	5.80796584008867	3.77663330755687	3.9068234342432	5.83038562730873	3.84172837090003	4.81471936104283	4.85739463716593	-0.0448395744401138	0.130190126686329	-1.9886572564087	0.0426752761231075
gene_55732	6.11901639374488	6.25553968855565	7.24521032252424	7.17069278358007	6.18727804115026	7.20795155305215	6.68211335813456	6.71311623606786	0.13652329481078	-0.074517538944173	1.02067351190189	0.0310028779333038
gene_35964	6.40508213930052	6.41801239708004	8.1960204323527	8.22020846101988	6.41154726819028	8.20811444668629	7.30055128582661	7.31911042904996	0.0129302577795212	0.0241880286671812	1.79656717849601	0.0185591432233521
gene_72027	6.78976016229431	6.87664548357679	7.84485737818959	7.88034465011322	6.83320282293555	7.86260101415141	7.31730877024195	7.37849506684501	0.0868853212824812	0.0354872719236301	1.02939819121586	0.0611862966030552
gene_96244	8.5877428029337	7.14541537179	10.8388550506121	8.82470501928097	7.86657908736185	9.83178003494656	9.71329892677292	7.98506019553549	-1.4423274311437	-2.01415003133116	1.9652009475847	-1.72823873123743
gene_17574	7.1118134617915	6.94532337412914	8.82596787199537	8.94710541500854	7.02856841796032	8.88653664350196	7.96889066689343	7.94621439456884	-0.166490087662361	0.121137543013173	1.85796822554164	-0.0226762723245937
gene_108508	7.19662512011782	7.13441925138669	5.48338463321796	5.54167694858401	7.16552218575225	5.51253079090098	6.34000487666789	6.33804809998535	-0.0622058687311338	0.0582923153660477	-1.65299139485127	-0.00195677668254302
gene_110470	7.20568413546384	7.19653142360439	8.75357442380865	8.76692648539778	7.20110777953412	8.76025045460322	7.97962927963625	7.98172895450108	-0.00915271185945166	0.0133520615891243	1.5591426750691	0.00209967486483542
gene_29828	7.29794296348204	7.10748135619915	9.00674389499778	9.15460483500446	7.2027121598406	9.08067436500112	8.15234342923991	8.13104309560181	-0.190461607282888	0.147860940006682	1.87796220516053	-0.0213003336381039
gene_89697	7.34780866454171	7.44255940184721	8.60024556864056	8.75935003531036	7.39518403319446	8.67979780197546	7.97402711659114	8.10095471857878	0.0947507373054934	0.159104466669795	1.284613768781	0.126927601987645
