b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc	b1_dispersion	b2_dispersion
gene_4355	5.5464329717714	5.52801323874837	7.18985124191882	7.18376284992654	5.53722310525989	7.18680704592268	6.36814210684511	6.35588804433746	-0.0184197330230278	-0.00608839199227695	1.64958394066279	-0.0122540625076528	1.085545893141	0.77475377175103
gene_89961	5.78671742908733	5.89003550464125	7.55789445274385	7.57520356809831	5.83837646686429	7.56654901042108	6.67230594091559	6.73261953636978	0.103318075553914	0.0173091153544629	1.72817254355679	0.060313595454188	1.04756955134515	0.660934289842994
gene_28792	6.08115683361158	5.94757545833886	7.53870197203968	7.52523400515269	6.01436614597522	7.53196798859619	6.80992940282563	6.73640473174578	-0.133581375272717	-0.0134679668869886	1.51760184262097	-0.0735246710798529	1.02204909242916	0.671995691877924
gene_102800	6.65083886190164	6.55544344711121	8.46282616984212	8.70200104013183	6.60314115450642	8.58241360498698	7.55683251587188	7.62872224362152	-0.0953954147904277	0.239174870289709	1.97927245048055	0.0718897277496406	0.9161491688873	0.324635110835057
gene_101646	6.30096925458317	6.32068388112689	8.07062562596187	8.07275282151522	6.31082656785503	8.07168922373854	7.18579744027252	7.19671835132106	0.0197146265437258	0.00212719555335106	1.76086265588351	0.0109209110485393	0.972882190231105	0.490919381111136
gene_25112	5.88313883401143	6.06668029165519	7.88006962397122	8.00035578593799	5.97490956283331	7.94021270495461	6.88160422899132	7.03351803879659	0.183541457643766	0.120286161966765	1.9653031421213	0.151913809805265	1.02799813256512	0.536182385461233
gene_109252	6.27372271811033	6.47105154678413	7.82013729160053	7.63640996238802	6.37238713244723	7.72827362699428	7.04693000485543	7.05373075458608	0.197328828673799	-0.183727329212509	1.35588649454704	0.00680074973064571	0.961638019936613	0.607827267625128
gene_3190	6.71034321796991	6.66607196320294	8.12272768223724	8.30425394203217	6.68820759058642	8.2134908121347	7.41653545010357	7.48516295261755	-0.0442712547669668	0.18152625979493	1.52528322154828	0.0686275025139818	0.898004733655994	0.441577942305333
gene_40369	5.92839382337982	6.16609917960606	7.55063952126874	7.43990074805438	6.04724650149294	7.49527013466156	6.73951667232428	6.80299996383022	0.237705356226242	-0.110738773214363	1.44802363316862	0.06348329150594	1.01698831007682	0.68358608329863
gene_66397	6.78222097863678	6.95306240364485	8.18123003887711	8.13873977156511	6.86764169114081	8.15998490522111	7.48172550875694	7.54590108760498	0.170841425008073	-0.0424902673119956	1.2923432140803	0.0641755788480385	0.857037899709998	0.460256221602385
