b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc	b1_dispersion	b2_dispersion
gene_91189	5.61545377981072	5.40690843501584	7.11272486966079	7.15231428285548	5.51118110741328	7.13251957625814	6.36408932473576	6.27961135893566	-0.208545344794877	0.0395894131946877	1.62133846884486	-0.0844779658000947	1.08851763375269	0.78961604050516
gene_36955	5.70013427454121	5.84068280205556	7.17901763520241	6.96346628000738	5.77040853829838	7.0712419576049	6.43957595487181	6.40207454103147	0.140548527514355	-0.215551355195026	1.30083341930651	-0.0375014138403351	1.05674564333479	0.805963417241223
gene_36862	5.88855761183555	5.8828737617844	7.519570753121	7.72306107874853	5.88571568680997	7.62131591593476	6.70406418247827	6.80296742026646	-0.00568385005114713	0.203490325627529	1.73560022912479	0.09890323778819	1.04095874159012	0.64314968012764
gene_77368	5.99734191373852	5.89108967782385	7.21957193090817	7.29688857801606	5.94421579578118	7.25823025446211	6.60845692232334	6.59398912791996	-0.106252235914666	0.0773166471078923	1.31401445868093	-0.0144677944033864	1.03253375035795	0.754656978187446
gene_60335	5.92167280787136	5.75050317083039	7.63872692588741	7.49728700323881	5.83608798935088	7.56800696456311	6.78019986687939	6.6238950870346	-0.171169637040974	-0.141439922648603	1.73191897521224	-0.156304779844787	1.04788451598969	0.66046499010776
gene_27522	6.25912587399148	6.20650174786839	7.42218641970355	7.18991435870257	6.23281381092993	7.30605038920306	6.84065614684752	6.69820805328548	-0.0526241261230984	-0.232272061000979	1.07323657827312	-0.142448093562039	0.986608494557284	0.740857522570341
gene_35683	6.33596235654233	6.55373153274408	7.78639793741959	7.73179693895791	6.44484694464321	7.75909743818875	7.06118014698096	7.142764235851	0.217769176201746	-0.054600998461682	1.31425049354555	0.0815840888700325	0.94792772270715	0.59753229786579
gene_119243	6.6239481658081	6.52130429277946	8.45002471508592	8.22561392431227	6.57262622929378	8.33781931969909	7.53698644044701	7.37345910854586	-0.102643873028636	-0.224410790773648	1.76519309040532	-0.163527331901142	0.922472718658929	0.397882896170371
gene_31575	6.7881108798123	6.90885434609043	8.78099311623232	8.75316488563154	6.84848261295137	8.76707900093193	7.78455199802231	7.83100961586098	0.120743466278124	-0.0278282306007789	1.91859638798056	0.046457617838672	0.8615904630351	0.282593402385575
gene_69086	6.59681336278089	6.64696766791125	7.97837203958752	8.07485061871513	6.62189051534607	8.02661132915133	7.28759270118421	7.36090914331319	0.0501543051303575	0.096478579127603	1.40472081380525	0.0733164421289798	0.912216588348092	0.506495122371145
gene_55417	5.27394496945488	5.26147552411244	6.65645448109037	6.54646598767035	5.26771024678366	6.60146023438036	5.96519972527262	5.9039707558914	-0.0124694453424388	-0.109988493420015	1.3337499875967	-0.0612289693812267	1.11411502267901	0.916499976746553
gene_22016	6.92395087688745	6.91266009741795	8.93547662649348	8.90091099248149	6.9183054871527	8.91819380948749	7.92971375169047	7.90678554494972	-0.0112907794694985	-0.0345656340119973	1.99988832233478	-0.0229282067407475	0.844790607739923	0.250090550849679
gene_51499	6.58907038328611	6.38645973715408	7.90271083960287	8.00061662330177	6.4877650602201	7.95166373145232	7.24589061144449	7.19353818022793	-0.202610646132031	0.097905783698903	1.46389867123223	-0.0523524312165637	0.93956125091161	0.532261270390236
gene_76492	7.06660501960653	7.07884122070608	9.0487761503178	9.07659567546349	7.07272312015631	9.06268591289064	8.05769058496216	8.07771844808478	0.0122362010995536	0.0278195251456914	1.98996279273434	0.0200278631226212	0.805573632982328	0.229145399046567
gene_49020	7.25521854053679	7.04897290934091	8.87090187678303	8.74106877820686	7.15209572493885	8.80598532749494	8.06306020865991	7.89502084377389	-0.206245631195885	-0.129833098576167	1.65388960255609	-0.168039364886026	0.784297826272907	0.27441024025474
gene_19485	7.34307686501599	7.26473688320862	8.87610087043636	8.73953213491251	7.30390687411231	8.80781650267443	8.10958886772618	8.00213450906056	-0.0783399818073729	-0.13656873552385	1.50390962856213	-0.107454358665612	0.741481962880588	0.274025170731163
gene_81256	7.28178047726214	7.26560120735763	8.74056393498091	8.87684881254393	7.27369084230989	8.80870637376242	8.01117220612152	8.07122500995078	-0.0161792699045078	0.136284877563018	1.53501553145253	0.0600528038292563	0.750225627088979	0.273838002843189
gene_100547	7.41006051254258	7.32756962956748	9.40017709060179	9.3277799038536	7.36881507105503	9.36397849722769	8.40511880157218	8.32767476671054	-0.0824908829750992	-0.0723971867481961	1.99516342617267	-0.0774440348616476	0.722329431292735	0.224136429970461
gene_58782	7.02609607210574	7.1486539687288	8.76332130374493	8.8340316704571	7.08737502041727	8.79867648710102	7.89470868792533	7.99134281959295	0.122557896623062	0.0707103667121771	1.71130146668375	0.0966341316676198	0.801703545544092	0.275946353362917
gene_59389	7.17857627680332	7.09126864412023	9.14490100157641	8.99107057152776	7.13492246046177	9.06798578655208	8.16173863918986	8.04116960782399	-0.0873076326830908	-0.153830430048648	1.93306332609031	-0.12056903136587	0.788965751974206	0.228717291607838
gene_105740	7.40728831165318	7.49634814239344	9.21857271029472	9.30484354586191	7.45181822702331	9.26170812807831	8.31293051097395	8.40059584412767	0.0890598307402568	0.0862708355671931	1.809889901055	0.0876653331537245	0.697109568515575	0.224247921152226
gene_101515	7.41544642091006	7.39504798439915	8.53320454025008	8.32665287459483	7.4052472026546	8.42992870742246	7.97432548058007	7.86085042949699	-0.0203984365109058	-0.206551665655258	1.02468150476785	-0.113475051083082	0.711359713152817	0.367482017887094
gene_26721	7.03540579078038	7.05375792907645	8.89402463185456	9.09199332408653	7.04458185992842	8.99300897797055	7.96471521131747	8.07287562658149	0.018352138296069	0.197968692231969	1.94842711804213	0.108160415264019	0.812934039421865	0.236912448248171
gene_4758	7.50581879494134	7.53566431575481	9.37736333227141	9.50194758455046	7.52074155534807	9.43965545841094	8.44159106360637	8.51880595015264	0.0298455208134785	0.124584252279051	1.91891390306286	0.0772148865462654	0.675557660793168	0.21966823721589
gene_74512	7.37985313272277	7.35418758473806	5.85101651109311	5.96202780939608	7.36702035873041	5.90652216024459	6.61543482190794	6.65810769706707	-0.0256655479847137	0.111011298302971	-1.46049819848582	0.0426728751591297	0.722865753729662	1.03799495156427
gene_55178	7.37225527091403	7.42792205035615	8.81980478053861	8.82002766105358	7.40008866063509	8.8199162207961	8.09603002572632	8.12397485570487	0.0556667794421184	0.00022288051497199	1.41982756016101	0.0279448299785461	0.712922488451442	0.271477062561564
