b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc
gene_91189	5.61545377981072	5.40690843501584	7.11272486966079	7.15231428285548	5.51118110741328	7.13251957625814	6.36408932473576	6.27961135893566	-0.208545344794877	0.0395894131946877	1.62133846884486	-0.0844779658000947
gene_36955	5.70013427454121	5.84068280205556	7.17901763520241	6.96346628000738	5.77040853829838	7.0712419576049	6.43957595487181	6.40207454103147	0.140548527514355	-0.215551355195026	1.30083341930651	-0.0375014138403351
gene_36862	5.88855761183555	5.8828737617844	7.519570753121	7.72306107874853	5.88571568680997	7.62131591593476	6.70406418247827	6.80296742026646	-0.00568385005114713	0.203490325627529	1.73560022912479	0.09890323778819
gene_77368	5.99734191373852	5.89108967782385	7.21957193090817	7.29688857801606	5.94421579578118	7.25823025446211	6.60845692232334	6.59398912791996	-0.106252235914666	0.0773166471078923	1.31401445868093	-0.0144677944033864
gene_60335	5.92167280787136	5.75050317083039	7.63872692588741	7.49728700323881	5.83608798935088	7.56800696456311	6.78019986687939	6.6238950870346	-0.171169637040974	-0.141439922648603	1.73191897521224	-0.156304779844787
gene_27522	6.25912587399148	6.20650174786839	7.42218641970355	7.18991435870257	6.23281381092993	7.30605038920306	6.84065614684752	6.69820805328548	-0.0526241261230984	-0.232272061000979	1.07323657827312	-0.142448093562039
gene_35683	6.33596235654233	6.55373153274408	7.78639793741959	7.73179693895791	6.44484694464321	7.75909743818875	7.06118014698096	7.142764235851	0.217769176201746	-0.054600998461682	1.31425049354555	0.0815840888700325
gene_119243	8.05559713785006	6.52130429277946	10.5510709733342	8.22561392431227	7.28845071531476	9.38834244882325	9.30333405559215	7.37345910854586	-1.5342928450706	-2.32545704902197	2.0998917335085	-1.92987494704628
gene_31575	6.7881108798123	8.22972467086297	8.78099311623232	10.795874343922	7.50891777533764	9.78843373007714	7.78455199802231	9.51279950739247	1.44161379105067	2.01488122768965	2.27951595473951	1.72824750937016
gene_69086	6.59681336278089	6.64696766791125	7.97837203958752	8.07485061871513	6.62189051534607	8.02661132915133	7.28759270118421	7.36090914331319	0.0501543051303575	0.096478579127603	1.40472081380525	0.0733164421289798
gene_55417	5.27394496945488	5.26147552411244	6.65645448109037	6.54646598767035	5.26771024678366	6.60146023438036	5.96519972527262	5.9039707558914	-0.0124694453424388	-0.109988493420015	1.3337499875967	-0.0612289693812267
gene_22016	6.92395087688745	6.91266009741795	8.93547662649348	8.90091099248149	6.9183054871527	8.91819380948749	7.92971375169047	7.90678554494972	-0.0112907794694985	-0.0345656340119973	1.99988832233478	-0.0229282067407475
gene_51499	6.58907038328611	6.38645973715408	7.90271083960287	8.00061662330177	6.4877650602201	7.95166373145232	7.24589061144449	7.19353818022793	-0.202610646132031	0.097905783698903	1.46389867123223	-0.0523524312165637
