x
1	6800
2	4820
3	4141
4	6074
5	6239
6	7219
7	2280
8	2279
9	3646
10	2419
11	4786
12	562
13	1363
14	4679
15	9903
16	7252
17	3534
18	6
19	6471
20	821
21	5916
22	1336
23	3032
24	307
25	313
26	2557
27	2421
28	4467
29	8244
30	5986
31	1902
32	2655
33	2854
34	1839
35	9899
36	9492
37	7483
38	9494
39	8165
40	8694
41	3733
42	4360
43	2959
44	4930
45	1744
46	5989
47	2270
48	3421
49	4082
50	9019
51	3340
52	2275
53	9460
54	243
55	9957
56	8859
57	6663
58	8273
59	2682
60	9592
61	1312
62	2417
63	6524
64	3942
65	7531
66	9505
67	9812
68	8270
69	7053
70	5172
71	4010
72	4783
73	3183
74	6084
75	4223
76	1005
77	4197
78	4124
79	7501
80	3790
81	1304
82	7838
83	3921
84	5089
85	4287
86	2568
87	3027
88	2592
89	1271
90	3353
91	5996
92	1856
93	8366
94	9858
95	2071
96	416
97	1941
98	2973
99	60
100	3935
101	5023
102	3502
103	1440
104	7895
105	1575
106	1911
107	3045
108	3170
109	5317
110	3446
111	8447
112	9639
113	4515
114	1109
115	7243
116	9664
117	4044
118	6705
119	2020
120	9249
121	886
122	9358
123	7056
124	625
125	5388
126	1716
127	6768
128	2065
129	8431
130	6120
131	6477
132	9038
133	3475
134	4748
135	7652
136	9170
137	3251
138	7362
139	6195
140	800
141	5079
142	6582
143	6893
144	1194
145	9186
146	6372
147	5731
148	4509
149	5220
150	3814
151	4002
152	4233
153	7826
154	5225
155	6258
156	7486
157	3821
158	7238
159	6046
160	9343
161	4199
162	645
163	5478
164	9025
165	7805
166	311
167	754
168	4042
169	7685
170	1255
171	4921
172	1343
173	3043
174	4491
175	3916
176	8586
177	4147
178	9315
179	7506
180	6007
181	3556
182	7526
183	7656
184	4483
185	5221
186	4868
187	4918
188	6571
189	8048
190	2994
191	1057
192	2162
193	9293
194	9196
195	5711
196	7377
197	254
198	2372
199	8419
200	1670
201	3334
202	2504
203	8026
204	7913
205	5413
206	8575
207	2949
208	9191
209	3168
210	2369
211	3386
212	836
213	9326
214	8306
215	2777
216	1238
217	1464
218	2221
219	6447
220	8473
221	9205
222	2653
223	8988
224	3683
225	6005
226	7179
227	8069
228	4760
229	3542
230	2063
231	7434
232	2132
233	8105
234	1905
235	1503
236	2165
237	5029
238	5564
239	4506
240	1482
241	6553
242	6899
243	5586
244	3171
245	5032
246	3311
247	1536
248	3160
249	675
250	3561
251	2860
252	2087
253	9396
254	1634
255	7946
256	1761
257	7090
258	9601
259	879
260	9270
261	9895
262	2625
263	1699
264	5279
265	2224
266	2354
267	8686
268	3030
269	654
270	8528
271	6489
272	1775
273	4057
274	529
275	894
276	578
277	9117
278	6367
279	4747
280	6488
281	5869
282	2294
283	9619
284	7664
285	9935
286	322
287	7663
288	3406
289	5291
290	8796
291	5275
292	5134
293	9018
294	9823
295	547
296	424
297	5482
298	6220
299	8728
300	5194
301	8503
302	9873
303	1726
304	6691
305	2944
306	7294
307	1335
308	7466
309	3579
310	695
311	3422
312	1156
313	6856
314	7579
315	9208
316	7865
317	6900
318	5410
319	6091
320	1122
321	7888
322	2439
323	3196
324	9984
325	2750
326	6083
327	6539
328	9681
329	303
330	3013
331	3930
332	2213
333	7051
334	9868
335	4555
336	3845
337	7735
338	9647
339	4939
340	6389
341	3133
342	1506
343	4228
344	257
345	1150
346	6568
347	117
348	9397
349	854
350	53
351	3467
352	5429
353	7804
354	3564
355	5814
356	5926
357	214
358	4923
359	9028
360	8619
361	8869
362	4212
363	8081
364	6851
365	3637
366	9150
367	1479
368	3520
369	4202
370	5821
371	7800
372	9407
373	3947
374	8655
375	6223
376	8045
377	6111
378	9100
379	9218
380	8159
381	4492
382	1654
383	2660
384	7125
385	4851
386	9226
387	9181
388	601
389	9295
390	8297
391	1595
392	6809
393	9648
394	4036
395	5587
396	2411
397	7539
398	4528
399	7341
400	2996
401	3844
402	4854
403	4138
404	1444
405	9985
406	8017
407	511
408	6156
409	1971
410	358
411	2115
412	6975
413	1656
414	6455
415	2053
416	4646
417	2228
418	5783
419	6191
420	6279
421	6066
422	1420
423	2584
424	9031
425	2359
426	77
427	1075
428	6401
429	2376
430	5980
431	3886
432	1176
433	3265
434	3281
435	1824
436	5681
437	30
438	2121
439	2229
440	8753
441	7028
442	5123
443	6068
444	1374
445	6897
446	185
447	2798
448	72
449	7555
450	2654
451	7496
452	3849
453	3255
454	1555
455	9350
456	5164
457	9089
458	6616
459	9995
460	5753
461	5577
462	7949
463	4768
464	7063
465	6516
466	5406
467	2379
468	4206
469	9012
470	6862
471	2006
472	4749
473	1267
474	673
475	4313
476	4237
477	619
478	9483
479	8488
480	7299
481	3130
482	8429
483	5805
484	8437
485	9220
486	8609
487	7700
488	3172
489	340
490	4951
491	1118
492	6050
493	1561
494	1303
495	3853
496	9651
497	3290
498	344
499	6190
500	4426
501	1364
502	8080
503	4039
504	9600
505	995
506	2618
507	4475
508	4711
509	1720
510	224
511	6237
512	1352
513	9503
514	9737
515	4485
516	2906
517	4970
518	9710
519	7576
520	2163
521	6443
522	2365
523	558
524	9338
525	5109
526	3506
527	8249
528	4096
529	4193
530	4976
531	3858
532	9514
533	6940
534	6224
535	9248
536	6022
537	5891
538	285
539	1047
540	9413
541	5043
542	3834
543	8786
544	4493
545	3273
546	9636
547	9590
548	2231
549	2268
550	8383
551	8525
552	6779
553	3061
554	1783
555	401
556	7742
557	929
558	1884
559	5667
560	7134
561	6483
562	8141
563	9880
564	7209
565	1014
566	3504
567	9197
568	5791
569	8460
570	2908
571	6846
572	5449
573	6419
574	600
575	5419
576	5159
577	3522
578	9688
579	7823
580	946
581	3293
582	174
583	5642
584	3408
585	6773
586	8678
587	4645
588	3891
589	574
590	2120
591	9153
592	1415
593	8777
594	9989
595	9389
596	8247
597	6909
598	5448
599	9198
600	4405
601	3956
602	4971
603	5189
604	6976
605	3827
606	9082
607	4301
608	8155
609	2454
610	2690
611	3358
612	9498
613	3870
614	262
615	9470
616	4220
617	3490
618	187
619	1753
620	4707
621	2416
622	6288
623	938
624	9387
625	6395
626	3572
627	2666
628	4460
629	1636
630	5411
631	2137
632	5941
633	4074
634	6456
635	1121
636	918
637	7780
638	9154
639	5575
640	4682
641	9857
642	632
643	63
644	763
645	3400
646	474
647	2382
648	5010
649	932
650	8881
651	9222
652	652
653	2803
654	1963
655	4603
656	6283
657	7440
658	7417
659	4094
660	1613
661	235
662	6954
663	9502
664	5174
665	9676
666	2183
667	1386
668	4239
669	2030
670	4830
671	5380
672	4850
673	8102
674	3266
675	3197
676	8605
677	6797
678	4249
679	91
680	3306
681	3781
682	2047
683	3021
684	8784
685	584
686	3479
687	4887
688	7796
689	355
690	8458
691	5299
692	2914
693	7864
694	2718
695	8484
696	4546
697	1371
698	1403
699	6307
700	7909
701	8959
702	9767
703	644
704	8084
705	148
706	7080
707	7884
708	9086
709	8364
710	575
711	8382
712	8343
713	2918
714	9333
715	8481
716	2350
717	3759
718	7737
719	1478
720	7010
721	9339
722	1741
723	9533
724	790
725	4370
726	5819
727	5386
728	7827
729	4183
730	5111
731	2768
732	2381
733	8702
734	6710
735	4428
736	6071
737	2466
738	4084
739	9250
740	7645
741	1101
742	4267
743	3062
744	5208
745	2239
746	3284
747	5479
748	1197
749	1847
750	1879
751	3343
752	8585
753	4086
754	4776
755	7951
756	526
757	1642
758	75
759	5416
760	1141
761	2581
762	8499
763	6617
764	6289
765	2850
766	4799
767	4987
768	7251
769	2706
770	9143
771	2273
772	4938
773	3184
774	1249
775	2517
776	1523
777	2861
778	1836
779	9713
780	3383
781	3324
782	1991
783	9301
784	6598
785	7726
786	2842
787	6534
788	5739
789	4190
790	3644
791	4559
792	6135
793	2779
794	1781
795	8915
796	8099
797	2651
798	3688
799	4476
800	9443
801	9743
802	3822
803	4101
804	443
805	6765
806	8557
807	2385
808	9479
809	4048
810	6478
811	5898
812	6941
813	5810
814	3100
815	5567
816	7190
817	8267
818	2900
819	573
820	6646
821	7124
822	3426
823	1041
824	3957
825	4083
826	129
827	4430
828	8614
829	5034
830	4234
831	1210
832	808
833	3352
834	323
835	6608
836	2024
837	9584
838	6424
839	7227
840	5738
841	4204
842	4205
843	2175
844	9289
845	4195
846	9194
847	9372
848	4734
849	815
850	8120
851	5633
852	842
853	4158
854	1736
855	6281
856	641
857	1688
858	6912
859	2161
860	5257
861	6423
862	9130
863	855
864	466
865	6413
866	8905
867	4565
868	7401
869	7693
870	8937
871	3002
872	200
873	3880
874	4810
875	7
876	3049
877	7835
878	7461
879	2624
880	3671
881	5640
882	352
883	4580
884	136
885	1995
886	8923
887	4167
888	7643
889	1580
890	1584
891	363
892	4800
893	3294
894	1187
895	7428
896	8853
897	975
898	588
899	5146
900	472
901	2830
902	6274
903	6151
904	6989
905	8232
906	3714
907	9521
908	3033
909	2361
910	1980
911	8147
912	3282
913	6322
914	3615
915	3441
916	8506
917	4500
918	2633
919	5444
920	4763
921	4085
922	1659
923	5335
924	9869
925	98
926	3799
927	2304
928	7610
929	1689
930	3752
931	9340
932	7019
933	9303
934	8511
935	5
936	5644
937	809
938	119
939	2637
940	8776
941	9464
942	1320
943	3376
944	8412
945	6654
946	7280
947	5754
948	102
949	8318
950	3314
951	5506
952	6491
953	2185
954	5238
955	6605
956	4121
957	8785
958	8001
959	8310
960	3774
961	3310
962	2512
963	8471
964	6833
965	4272
966	9447
967	7702
968	9801
969	8314
970	7497
971	5578
972	1791
973	4508
974	3360
975	6296
976	3825
977	3411
978	7556
979	280
980	4215
981	3985
982	4772
983	5921
984	3078
985	1953
986	3660
987	4726
988	1889
989	1384
990	2526
991	5813
992	9909
993	6706
994	8293
995	4985
996	8815
997	5425
998	8012
999	5762
1000	2627
1001	1916
1002	456
1003	2114
1004	8751
1005	34
1006	1913
1007	1651
1008	2658
1009	6400
1010	6884
1011	8283
1012	5126
1013	6925
1014	853
1015	5063
1016	3649
1017	2839
1018	4045
1019	9811
1020	8935
1021	6726
1022	8432
1023	6778
1024	5536
1025	3268
1026	8036
1027	7694
1028	4862
1029	9875
1030	11
1031	3211
1032	5058
1033	5173
1034	737
1035	3778
1036	8710
1037	153
1038	1743
1039	7793
1040	9183
1041	1224
1042	2738
1043	5960
1044	3768
1045	7282
1046	7952
1047	5077
1048	8871
1049	7507
1050	9578
1051	6454
1052	5981
1053	367
1054	7900
1055	9088
1056	5588
1057	1682
1058	4841
1059	8596
1060	6182
1061	5628
1062	180
1063	5381
1064	6444
1065	8190
1066	7178
1067	3312
1068	3315
1069	607
1070	1541
1071	2931
1072	5879
1073	8277
