b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc	b1_dispersion	b2_dispersion
gene_99168	5.50609904039928	5.26347161783116	7.08254411190584	7.22456958297564	5.38478532911522	7.15355684744074	6.29432157615256	6.2440206004034	-0.242627422568118	0.142025471069797	1.76877151832552	-0.0503009757491606	1.10228633678966	0.783899024847157
gene_63358	5.73508812554981	5.78869560362201	7.53183072097975	7.31867236363262	5.76189186458591	7.42525154230619	6.63345942326478	6.55368398362732	0.0536074780721956	-0.213158357347127	1.66335967772028	-0.0797754396374648	1.05786970577566	0.705269786230879
gene_24362	5.89814285670398	6.07720197526156	7.60513439709422	7.43757882111674	5.98767241598277	7.52135660910548	6.7516386268991	6.75739039818915	0.17905911855758	-0.167555575977475	1.53368419312271	0.00575177129005322	1.02608849790216	0.675362884600936
gene_100298	6.50981984719233	6.63645799177899	8.60758236468835	8.42064993572885	6.57313891948566	8.5141161502086	7.55870110594034	7.52855396375392	0.126638144586666	-0.186932428959496	1.94097723072294	-0.0301471421864141	0.922367259055188	0.342721225621974
gene_40161	6.17120025788361	6.15863170810139	7.32902014796222	7.54568337673658	6.1649159829925	7.4373517623494	6.75011020292291	6.85215754241899	-0.0125685497822223	0.216663228774366	1.2724357793569	0.102047339496073	0.998089151089183	0.701563315357139
gene_59676	7.01602951840127	6.96022562029242	9.07052298993714	8.83160685077033	6.98812756934685	8.95106492035374	8.04327625416921	7.89591623553138	-0.0558038981088496	-0.238916139166816	1.96293735100689	-0.147360018637833	0.82741220967772	0.243652339163897
gene_63056	7.16177623579237	7.13196856830532	8.37429225173472	8.39791365082558	7.14687240204884	8.38610295128015	7.76803424376355	7.76494110956545	-0.0298076674870433	0.0236213990908567	1.23923054923131	-0.00309313419809421	0.785721375378361	0.381510632966239
gene_46206	6.2735810837718	6.30576576167497	8.15700954197679	8.05001465816594	6.28967342272338	8.10351210007136	7.2152953128743	7.17789020992045	0.0321846779031629	-0.106994883810854	1.81383867734798	-0.037405102953846	0.976661375702724	0.479890978479279
gene_111192	7.13982653910515	7.23324052381681	8.95886762197649	9.1255467500785	7.18653353146098	9.0422071860275	8.04934708054082	8.17939363694766	0.0934139847116642	0.166679128102018	1.85567365456652	0.130046556406841	0.774829546218972	0.231007582889019
gene_72479	7.15210180798224	7.05392188269168	8.97617597436109	9.07492545437065	7.10301184533696	9.02555071436587	8.06413889117166	8.06442366853117	-0.0981799252905553	0.098749480009559	1.92253886902891	0.000284777359501831	0.797544679493966	0.232774551500773
gene_19925	7.00890325058363	6.93925232080692	8.84056458395598	8.77562015314161	6.97407778569527	8.8080923685488	7.92473391726981	7.85743623697427	-0.0696509297767127	-0.0649444308143678	1.83401458285353	-0.0672976802955398	0.830955935012714	0.273967150482669
gene_327	7.30765053438725	7.30203256890615	9.25442838502952	9.17738972648285	7.3048415516467	9.21590905575619	8.28103945970838	8.2397111476945	-0.00561796548110305	-0.0770386585466678	1.91106750410948	-0.041328312013885	0.741209744134797	0.223955358506443
gene_91663	7.11134491208638	7.33339481293869	8.38958496110011	8.30052112604275	7.22236986251253	8.34505304357143	7.75046493659324	7.81695796949072	0.222049900852308	-0.0890638350573649	1.1226831810589	0.0664930328974718	0.764824328103737	0.395368939190896
gene_49845	7.48233851312059	7.47299738601641	9.44452602575718	9.3890383515954	7.4776679495685	9.41678218867629	8.46343226943888	8.43101786880591	-0.00934112710417523	-0.0554876741617782	1.93911423910779	-0.0324144006329767	0.689090690765817	0.221689880428723
gene_92329	7.45920048536264	7.53023456877119	9.26854156415126	9.18742009395632	7.49471752706692	9.22798082905379	8.36387102475695	8.35882733136376	0.071034083408553	-0.0811214701949456	1.73326330198688	-0.00504369339319588	0.683759438406298	0.223998222850509
