b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc
gene_99168	6.95892330346332	5.26347161783116	10.0501305612424	7.22456958297564	6.11119746064724	8.63735007210903	8.50452693235287	6.2440206004034	-1.69545168563215	-2.82556097826678	2.52615261146179	-2.26050633194947
gene_63358	5.73508812554981	5.78869560362201	7.53183072097975	7.31867236363262	5.76189186458591	7.42525154230619	6.63345942326478	6.55368398362732	0.0536074780721956	-0.213158357347127	1.66335967772028	-0.0797754396374648
gene_24362	5.89814285670398	6.07720197526156	7.60513439709422	7.43757882111674	5.98767241598277	7.52135660910548	6.7516386268991	6.75739039818915	0.17905911855758	-0.167555575977475	1.53368419312271	0.00575177129005322
gene_100298	6.50981984719233	6.63645799177899	8.60758236468835	8.42064993572885	6.57313891948566	8.5141161502086	7.55870110594034	7.52855396375392	0.126638144586666	-0.186932428959496	1.94097723072294	-0.0301471421864141
gene_40161	6.17120025788361	6.15863170810139	7.32902014796222	7.54568337673658	6.1649159829925	7.4373517623494	6.75011020292291	6.85215754241899	-0.0125685497822223	0.216663228774366	1.2724357793569	0.102047339496073
gene_59676	7.01602951840127	6.96022562029242	9.07052298993714	8.83160685077033	6.98812756934685	8.95106492035374	8.04327625416921	7.89591623553138	-0.0558038981088496	-0.238916139166816	1.96293735100689	-0.147360018637833
gene_63056	7.16177623579237	7.13196856830532	8.37429225173472	8.39791365082558	7.14687240204884	8.38610295128015	7.76803424376355	7.76494110956545	-0.0298076674870433	0.0236213990908567	1.23923054923131	-0.00309313419809421
gene_46206	6.2735810837718	6.30576576167497	8.15700954197679	8.05001465816594	6.28967342272338	8.10351210007136	7.2152953128743	7.17789020992045	0.0321846779031629	-0.106994883810854	1.81383867734798	-0.037405102953846
gene_111192	7.13982653910515	8.61274183349873	8.95886762197649	10.8734198887744	7.87628418630194	9.91614375537543	8.04934708054082	9.74308086113655	1.47291529439359	1.91455226679789	2.03985956907349	1.69373378059574
gene_72479	7.15210180798224	7.05392188269168	8.97617597436109	9.07492545437065	7.10301184533696	9.02555071436587	8.06413889117166	8.06442366853117	-0.0981799252905553	0.098749480009559	1.92253886902891	0.000284777359501831
gene_19925	8.48039056168352	6.93925232080692	10.8432783555809	8.77562015314161	7.70982144124522	9.80944925436128	9.66183445863224	7.85743623697427	-1.54113824087661	-2.06765820243933	2.09962781311606	-1.80439822165797
gene_327	7.30765053438725	7.30203256890615	9.25442838502952	9.17738972648285	7.3048415516467	9.21590905575619	8.28103945970838	8.2397111476945	-0.00561796548110305	-0.0770386585466678	1.91106750410948	-0.041328312013885
gene_91663	7.11134491208638	7.33339481293869	8.38958496110011	8.30052112604275	7.22236986251253	8.34505304357143	7.75046493659324	7.81695796949072	0.222049900852308	-0.0890638350573649	1.1226831810589	0.0664930328974718
gene_49845	7.48233851312059	7.47299738601641	9.44452602575718	9.3890383515954	7.4776679495685	9.41678218867629	8.46343226943888	8.43101786880591	-0.00934112710417523	-0.0554876741617782	1.93911423910779	-0.0324144006329767
gene_92329	7.45920048536264	7.53023456877119	9.26854156415126	9.18742009395632	7.49471752706692	9.22798082905379	8.36387102475695	8.35882733136376	0.071034083408553	-0.0811214701949456	1.73326330198688	-0.00504369339319588
gene_38446	7.42380544483881	7.54960717591704	9.26768961970534	9.38336147574165	7.48670631037792	9.32552554772349	8.34574753227207	8.46648432582935	0.125801731078235	0.115671856036307	1.83881923734557	0.120736793557272
gene_86894	8.94228521073611	7.45294390094779	10.9968988478954	9.49076408223818	8.19761455584195	10.2438314650668	9.96959202931574	8.47185399159298	-1.48934130978832	-1.50613476565719	2.04621690922483	-1.49773803772275
gene_63361	7.42275898677763	7.4815208328344	9.3376678955224	9.41457910479596	7.45213990980602	9.37612350015918	8.38021344115001	8.44804996881518	0.05876184605677	0.0769112092735611	1.92398359035316	0.0678365276651647
gene_68174	7.37778718743152	7.29226349562641	9.10661554076584	8.96182760822619	7.33502534152897	9.03422157449602	8.24220136409868	8.1270455519263	-0.0855236918051032	-0.144787932539653	1.69919623296705	-0.115155812172379
gene_108115	7.45194522077935	7.48733674911505	8.99268518874949	9.05887391066	7.4696409849472	9.02577954970474	8.22231520476442	8.27310532988753	0.0353915283357003	0.0661887219105122	1.55613856475754	0.0507901251231075
gene_54267	7.61191538566633	7.59691799537387	9.10499963701126	9.34685486575433	7.6044166905201	9.2259272513828	8.35845751133879	8.4718864305641	-0.0149973902924527	0.241855228743061	1.6215105608627	0.113428919225305
gene_7093	7.55583959781787	7.5002939469308	8.64516490318551	8.52572118737668	7.52806677237433	8.5854430452811	8.10050225050169	8.01300756715374	-0.0555456508870664	-0.119443715808831	1.05737627290676	-0.0874946833479502
gene_108334	7.57062421939093	7.4819610123144	9.11354796799787	9.15118296258445	7.52629261585266	9.13236546529116	8.3420860936944	8.31657198744942	-0.0886632070765287	0.0376349945865808	1.6060728494385	-0.0255141062449749
gene_81228	9.02090691529574	7.49864093588143	11.147415178914	9.43404492215494	8.25977392558858	10.2907300505345	10.0841610471049	8.46634292901819	-1.52226597941431	-1.71337025675903	2.03095612494588	-1.61781811808667
gene_12823	9.0030676154262	7.43635847090899	10.9623407232908	9.32744962516202	8.2197130431676	10.1448951742264	9.98270416935851	8.3819040480355	-1.56670914451721	-1.63489109812881	1.92518213105882	-1.60080012132301
gene_48566	7.34277062193206	7.53433615913577	9.20364546300787	9.07021646685363	7.43855339053392	9.13693096493075	8.27320804246997	8.3022763129947	0.191565537203707	-0.13342899615424	1.69837757439683	0.0290682705247338
gene_56563	7.41143170662521	7.45202206350838	9.09633246044185	9.30362138925125	7.4317268850668	9.19997692484655	8.25388208353353	8.37782172637982	0.0405903568831683	0.207288928809403	1.76825003977976	0.123939642846285
gene_117703	7.46673037848121	7.51344796196798	9.40453575965316	9.25662272545912	7.49008917022459	9.33057924255614	8.43563306906719	8.38503534371355	0.0467175834867701	-0.147913034194042	1.84049007233155	-0.0505977253536365
gene_57498	7.56217485665012	7.65912579926248	9.6029083947711	9.52484212744526	7.6106503279563	9.56387526110818	8.58254162571061	8.59198396335387	0.0969509426123567	-0.0780662673258377	1.95322493315188	0.00944233764325908
gene_72006	7.43599474059089	7.5182680299318	9.02031956337096	9.10587582998194	7.47713138526135	9.06309769667645	8.22815715198093	8.31207192995687	0.0822732893409066	0.0855562666109826	1.58596631141511	0.083914777975945
gene_65106	7.55405493043642	7.59837865736275	9.4390896598033	9.61627477375422	7.57621679389958	9.52768221677876	8.49657229511986	8.60732671555848	0.0443237269263257	0.177185113950925	1.95146542287918	0.110754420438624
gene_61511	9.10858522259809	7.55646500562376	8.48410990055242	5.62677261948752	8.33252511411092	7.05544126001997	8.79634756157526	6.59161881255564	-1.55212021697433	-2.8573372810649	-1.27708385409095	-2.20472874901962
gene_34157	7.47897884363463	7.5763219936852	9.44286680879555	9.47622048324997	7.52765041865992	9.45954364602276	8.46092282621509	8.52627123846759	0.0973431500505741	0.0333536744544141	1.93189322736284	0.0653484122524954
gene_25354	9.08088535248727	7.58553343535078	11.0640095423479	9.42404460836815	8.33320939391902	10.244027075358	10.0724474474176	8.50478902185946	-1.49535191713649	-1.63996493397975	1.910817681439	-1.56765842555812
gene_103972	7.63241505180402	7.69867752070829	9.47789048548225	9.46350405695234	7.66554628625615	9.4706972712173	8.55515276864313	8.58109078883032	0.0662624689042772	-0.0143864285299085	1.80515098496114	0.0259380201871835
gene_46788	7.58617663041514	7.61035123071893	9.13319499659799	9.17656879478668	7.59826393056703	9.15488189569234	8.35968581350657	8.3934600127528	0.0241746003037946	0.0433737981886839	1.5566179651253	0.0337741992462384
gene_105080	9.03526985956075	7.66100010687631	11.0573009172338	9.3197423595553	8.34813498321853	10.1885216383946	10.0462853883973	8.4903712332158	-1.37426975268445	-1.73755855767854	1.84038665517604	-1.55591415518149
gene_54865	7.67773943778378	7.67701372211778	9.54771442017882	9.72915101414045	7.67737657995078	9.63843271715964	8.6127269289813	8.70308236812911	-0.000725715666002991	0.181436593961626	1.96105613720885	0.0903554391478121
gene_27158	7.55133587257287	7.63898746111934	9.32279243214104	9.42432527707771	7.59516166684611	9.37355885460937	8.43706415235695	8.53165636909853	0.087651588546473	0.101532844936669	1.77839718776327	0.0945922167415709
gene_35578	7.67850888014848	7.66141184930025	9.54988416030398	9.52329603459716	7.66996036472437	9.53659009745057	8.61419652022623	8.59235394194871	-0.0170970308482286	-0.0265881257068177	1.8666297327262	-0.0218425782775231
gene_60322	7.59781251608654	7.69280365489155	9.54647170543256	9.66483391849633	7.64530808548905	9.60565281196444	8.57214211075955	8.67881878669394	0.0949911388050122	0.118362213063772	1.96034472647539	0.106676675934393
gene_73184	7.61608929829609	7.62762791589323	9.49060433179865	9.61838537508094	7.62185860709466	9.5544948534398	8.55334681504737	8.62300664548709	0.0115386175971484	0.12778104328229	1.93263624634514	0.0696598304397202
gene_74504	7.56154931334165	7.55651369856073	9.41272812253352	9.53259792523767	7.55903150595119	9.47266302388559	8.48713871793759	8.5445558118992	-0.00503561478091807	0.119869802704148	1.9136315179344	0.0574170939616145
gene_60712	8.88570892769039	7.60296122760824	11.2603805614599	9.39433292178102	8.24433507764931	10.3273567416205	10.0730447445752	8.49864707469463	-1.28274770008215	-1.86604763967891	2.08302166397117	-1.57439766988053
gene_98968	7.713537156138	7.69538630192615	9.63031822079395	9.5655933710981	7.70446172903207	9.59795579594603	8.67192768846598	8.63048983651213	-0.0181508542118527	-0.0647248496958515	1.89349406691396	-0.0414378519538516
gene_8029	7.67713948160443	7.68545855847428	9.74931361232248	9.54493878637169	7.68129902003936	9.64712619934708	8.71322654696345	8.61519867242299	0.00831907686985645	-0.20437482595079	1.96582717930773	-0.0980278745404668
gene_23846	7.71303058522396	7.72110304420391	9.66875376168837	9.49804616050028	7.71706681471393	9.58339996109433	8.69089217345616	8.6095746023521	0.00807245897995124	-0.170707601188088	1.86633314638039	-0.0813175711040675
gene_79211	7.64412547851711	7.69439458287581	9.38673775496974	9.62676829028276	7.66926003069646	9.50675302262625	8.51543161674343	8.66058143657928	0.0502691043586934	0.24003053531302	1.83749299192979	0.145149819835856
