b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc	b1_dispersion	b2_dispersion
gene_118457	5.15083959551373	5.10185413971621	6.97090795991767	6.86900817203592	5.12634686761497	6.9199580659768	6.0608737777157	5.98543115587607	-0.0489854557975189	-0.101899787881747	1.79361119836182	-0.0754426218396329	1.12729086266819	0.844385999822315
gene_45539	5.32643801130211	5.28563903630459	6.68782373746401	6.66007758883774	5.30603852380335	6.67395066315087	6.00713087438306	5.97285831257116	-0.0407989749975171	-0.0277461486262771	1.36791213934753	-0.0342725618118971	1.11033694167981	0.90110149911297
gene_63095	6.19011815776979	6.12214553435958	4.33215715054009	4.14199831866063	6.15613184606469	4.23707773460036	5.26113765415494	5.13207192651011	-0.0679726234102098	-0.190158831879458	-1.91905411146432	-0.129065727644833	0.999543283703764	1.18765662116924
gene_105502	5.2987721698271	5.53412552539106	7.33243067235278	7.14473877163678	5.41644884760908	7.23858472199478	6.31560142108994	6.33943214851392	0.235353355563958	-0.187691900716006	1.8221358743857	0.0238307274239764	1.09893696743962	0.760246232353535
gene_104244	6.20828821405549	6.13671516974899	7.7880144891097	7.68556379404096	6.17250169190224	7.73678914157533	6.99815135158259	6.91113948189497	-0.071573044306497	-0.10245069506874	1.56428744967309	-0.0870118696876183	0.996827702985578	0.604987965695183
gene_52452	6.20323562701937	6.32071448665311	7.32265526569074	7.39215542113467	6.26197505683624	7.3574053434127	6.76294544635506	6.85643495389389	0.117478859633741	0.069500155443925	1.09543028657647	0.0934895075388331	0.981545267893615	0.725732532659114
gene_11660	6.63796254965151	6.67512616315354	7.82137386770172	8.02965186401057	6.65654435640253	7.92551286585615	7.22966820867662	7.35238901358206	0.0371636135020266	0.208277996308851	1.26896850945362	0.122720804905438	0.904851311810965	0.541209462970851
gene_3959	6.35653771786869	6.40906060981111	7.60906420431413	7.73290640147595	6.3827991638399	7.67098530289504	6.98280096109141	7.07098350564353	0.0525228919424201	0.123842197161824	1.28818613905514	0.0881825445521214	0.959699749668059	0.626827784801831
gene_48575	6.85635688370907	6.89869405182562	8.01138305004014	7.77775556538222	6.87752546776735	7.89456930771118	7.43386996687461	7.33822480860392	0.0423371681165454	-0.233627484657922	1.01704383994383	-0.0956451582706874	0.854672438601825	0.551766661364948
gene_90055	6.47165405071087	6.51558243889278	8.25037540671203	8.3885124689117	6.49361824480183	8.31944393781186	7.36101472871145	7.45204745390224	0.0439283881819108	0.13813706219967	1.82582569301004	0.0910327251907903	0.938405933916839	0.404351878241408
gene_29038	6.85246648100492	6.96764662819912	7.87676716535137	8.0586976595906	6.91005655460202	7.96773241247098	7.36461682317815	7.51317214389486	0.1151801471942	0.181930494239231	1.05767585786896	0.148555320716715	0.84680538173553	0.526751688751516
gene_22542	6.91083434058225	6.97694437744554	8.10498807188839	8.05766647365062	6.94388935901389	8.0813272727695	7.50791120623532	7.51730542554808	0.0661100368632912	-0.0473215982377635	1.13743791375561	0.00939421931276474	0.838490400792329	0.487582047040553
gene_76703	6.8813816155181	6.98031767922308	8.10905013944925	8.09285316685392	6.93084964737059	8.10095165315159	7.49521587748368	7.5365854230385	0.098936063704981	-0.0161969725953295	1.17010200578099	0.0413695455548257	0.841711250426372	0.480779286762069
gene_78175	7.14965513079619	6.9930277809783	8.54853889261003	8.39949511848672	7.07134145588724	8.47401700554837	7.84909701170311	7.69626144973251	-0.156627349817894	-0.149043774123308	1.40267554966113	-0.152835561970601	0.805937241472294	0.354161870136429
gene_90281	7.02124987242217	6.9897573205177	8.15251413526456	8.09876648848214	7.00550359646994	8.12564031187335	7.58688200384337	7.54426190449992	-0.0314925519044653	-0.0537476467824174	1.12013671540341	-0.0426200993434422	0.822996787087695	0.472206956051041
gene_40349	7.06783137903615	6.95106042637189	8.77936897108536	8.92285472768888	7.00944590270402	8.85111184938712	7.92360017506076	7.93695757703038	-0.116770952664266	0.143485756603514	1.8416659466831	0.0133574019696248	0.821989963284664	0.264848602857103
gene_16711	7.26046093472336	7.22644086770608	9.18989481375008	9.18946639186053	7.24345090121472	9.18968060280531	8.22517787423672	8.20795362978331	-0.0340200670172743	-0.000428421889550279	1.94622970159059	-0.0172242444534128	0.758866120595227	0.224006002573998
gene_105948	7.29249640410974	7.27863936788815	9.30843218331639	9.06360184105519	7.28556788599894	9.18601701218579	8.30046429371306	8.17112060447167	-0.0138570362215944	-0.244830342261194	1.90044912618685	-0.129343689241395	0.746801844595806	0.224032208388873
