b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc
gene_118457	5.15083959551373	6.58670582409968	6.97090795991767	9.82145890100979	5.86877270980671	8.39618343046373	6.0608737777157	8.20408236255473	1.43586622858595	2.85055094109211	2.52741072065702	2.14320858483903
gene_45539	5.32643801130211	5.28563903630459	6.68782373746401	6.66007758883774	5.30603852380335	6.67395066315087	6.00713087438306	5.97285831257116	-0.0407989749975171	-0.0277461486262771	1.36791213934753	-0.0342725618118971
gene_63095	6.19011815776979	7.40189054899947	4.33215715054009	7.12864792375168	6.79600435338463	5.73040253714588	5.26113765415494	7.26526923637558	1.21177239122968	2.79649077321159	-1.06560181623875	2.00413158222063
gene_105502	5.2987721698271	5.53412552539106	7.33243067235278	7.14473877163678	5.41644884760908	7.23858472199478	6.31560142108994	6.33943214851392	0.235353355563958	-0.187691900716006	1.8221358743857	0.0238307274239764
gene_104244	6.20828821405549	6.13671516974899	7.7880144891097	7.68556379404096	6.17250169190224	7.73678914157533	6.99815135158259	6.91113948189497	-0.071573044306497	-0.10245069506874	1.56428744967309	-0.0870118696876183
gene_52452	6.20323562701937	6.32071448665311	7.32265526569074	7.39215542113467	6.26197505683624	7.3574053434127	6.76294544635506	6.85643495389389	0.117478859633741	0.069500155443925	1.09543028657647	0.0934895075388331
gene_11660	6.63796254965151	8.11245608758078	7.82137386770172	10.1138058306479	7.37520931861615	8.96758984917479	7.22966820867662	9.11313095911432	1.47449353792927	2.29243196294614	1.59238053055864	1.8834627504377
gene_3959	6.35653771786869	6.40906060981111	7.60906420431413	7.73290640147595	6.3827991638399	7.67098530289504	6.98280096109141	7.07098350564353	0.0525228919424201	0.123842197161824	1.28818613905514	0.0881825445521214
gene_48575	6.85635688370907	6.89869405182562	8.01138305004014	7.77775556538222	6.87752546776735	7.89456930771118	7.43386996687461	7.33822480860392	0.0423371681165454	-0.233627484657922	1.01704383994383	-0.0956451582706874
gene_90055	6.47165405071087	6.51558243889278	8.25037540671203	8.3885124689117	6.49361824480183	8.31944393781186	7.36101472871145	7.45204745390224	0.0439283881819108	0.13813706219967	1.82582569301004	0.0910327251907903
gene_29038	6.85246648100492	8.42019123569579	7.87676716535137	10.2927418867592	7.63632885835036	9.08475452605529	7.36461682317815	9.3564665612275	1.56772475469086	2.41597472140784	1.44842566770493	1.99184973804935
gene_22542	6.91083434058225	6.97694437744554	8.10498807188839	8.05766647365062	6.94388935901389	8.0813272727695	7.50791120623532	7.51730542554808	0.0661100368632912	-0.0473215982377635	1.13743791375561	0.00939421931276474
gene_76703	6.8813816155181	6.98031767922308	8.10905013944925	8.09285316685392	6.93084964737059	8.10095165315159	7.49521587748368	7.5365854230385	0.098936063704981	-0.0161969725953295	1.17010200578099	0.0413695455548257
gene_78175	7.14965513079619	6.9930277809783	8.54853889261003	8.39949511848672	7.07134145588724	8.47401700554837	7.84909701170311	7.69626144973251	-0.156627349817894	-0.149043774123308	1.40267554966113	-0.152835561970601
gene_90281	7.02124987242217	6.9897573205177	8.15251413526456	8.09876648848214	7.00550359646994	8.12564031187335	7.58688200384337	7.54426190449992	-0.0314925519044653	-0.0537476467824174	1.12013671540341	-0.0426200993434422
gene_40349	7.06783137903615	6.95106042637189	8.77936897108536	8.92285472768888	7.00944590270402	8.85111184938712	7.92360017506076	7.93695757703038	-0.116770952664266	0.143485756603514	1.8416659466831	0.0133574019696248
gene_16711	7.26046093472336	7.22644086770608	9.18989481375008	9.18946639186053	7.24345090121472	9.18968060280531	8.22517787423672	8.20795362978331	-0.0340200670172743	-0.000428421889550279	1.94622970159059	-0.0172242444534128
gene_105948	7.29249640410974	7.27863936788815	9.30843218331639	9.06360184105519	7.28556788599894	9.18601701218579	8.30046429371306	8.17112060447167	-0.0138570362215944	-0.244830342261194	1.90044912618685	-0.129343689241395
gene_7651	7.23789752560036	7.23505610238863	9.24765142132376	9.18124396372879	7.2364768139945	9.21444769252627	8.24277447346206	8.20815003305871	-0.0028414232117342	-0.0664074575949734	1.97797087853178	-0.0346244404033538
gene_117578	8.53211005777627	7.16262311624181	10.4733254512441	8.47366395096321	7.84736658700904	9.47349470110367	9.5027177545102	7.81814353360251	-1.36948694153446	-1.99966150028091	1.62612811409463	-1.68457422090769
gene_3523	7.25333177681538	7.31973297588689	9.29675722907028	9.14687181629795	7.28653237635114	9.22181452268412	8.27504450294283	8.23330239609242	0.0664011990715077	-0.149885412772329	1.93528214633298	-0.0417421068504105
gene_87493	7.34495403168921	7.37260803686769	9.20595006823251	9.304947068666	7.35878103427845	9.25544856844926	8.27545204996086	8.33877755276685	0.0276540051784853	0.0989970004334975	1.89666753417081	0.0633255028059914
gene_14434	7.30020283511961	7.28253835127208	9.31962944195175	9.21870935930614	7.29137059319585	9.26916940062894	8.30991613853568	8.25062385528911	-0.0176644838475299	-0.100920082645606	1.9777988074331	-0.0592922832465668
gene_25517	8.76978693957155	7.13853900344085	10.7637777961165	9.28546994051259	7.9541629715062	10.0246238683145	9.76678236784402	8.21200447197672	-1.63124793613069	-1.47830785560389	2.07046089680834	-1.55477789586729
gene_186	7.36853062900746	7.24519446799051	8.50728604994444	8.64952290014774	7.30686254849898	8.57840447504609	7.93790833947595	7.94735868406913	-0.12333616101695	0.142236850203304	1.27154192654711	0.0094503445931764
gene_94127	7.45442826405617	7.4089386538143	8.94764943047092	9.1883963692097	7.43168345893524	9.06802289984031	8.20103884726355	8.298667511512	-0.0454896102418703	0.240746938738777	1.63633944090507	0.0976286642484538
