b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc
gene_67066	5.80622274108257	5.79572812429599	7.44908965835595	7.39519283564494	5.80097543268928	7.42214124700045	6.62765619971926	6.59546047997047	-0.0104946167865725	-0.0538968227110095	1.62116581431117	-0.032195719748791
gene_93111	6.3195837002041	6.27721124979467	7.19543309588653	7.41176717008958	6.29839747499939	7.30360013298806	6.75750839804532	6.84448920994213	-0.0423724504094309	0.216334074203044	1.00520265798867	0.0869808118968072
gene_42450	6.13896582038764	6.15542643332687	7.13819748348244	7.3726309847206	6.14719612685726	7.25541423410152	6.63858165193504	6.76402870902374	0.0164606129392322	0.234433501238168	1.10821810724426	0.1254470570887
gene_119570	5.50453989292836	5.74064104321886	6.77124763806022	6.66725353512961	5.62259046807361	6.71925058659492	6.13789376549429	6.20394728917424	0.236101150290501	-0.103994102930608	1.09666011852131	0.0660535236799467
gene_45190	6.6327308609128	6.65316324590179	7.70892869977461	7.95057726971842	6.64294705340729	7.82975298474651	7.1708297803437	7.3018702578101	0.0204323849889887	0.241648569943809	1.18680593133922	0.131040477466398
gene_87555	6.49906284366567	8.09530914465721	7.8748443337525	10.1735481843411	7.29718599416144	9.02419625904678	7.18695358870908	9.13442866449914	1.59624630099155	2.29870385058857	1.72701026488534	1.94747507579006
gene_103701	5.46507077436337	5.59279171711338	7.05264856511918	6.81948855729763	5.52893124573838	6.93606856120841	6.25885966974128	6.20614013720551	0.127720942750011	-0.233160007821549	1.40713731547003	-0.052719532535769
gene_60276	6.89926424477287	6.82576059455149	8.72380873669451	8.73830463566316	6.86251241966218	8.73105668617884	7.81153649073369	7.78203261510733	-0.0735036502213751	0.0144958989686543	1.86854426651665	-0.0295038756263599
gene_40992	8.19907057116183	6.90084813312281	10.8650836077298	8.62875542157178	7.54995935214232	9.74691951465077	9.53207708944579	7.7648017773473	-1.29822243803903	-2.23632818615797	2.19696016250845	-1.7672753120985
gene_115324	6.83948515672918	6.96934918230957	6.00845687934059	5.7946742964016	6.90441716951938	5.9015655878711	6.42397101803489	6.38201173935559	0.129864025580389	-0.213782582938985	-1.00285158164828	-0.0419592786792986
gene_42303	6.76576434247346	8.34144571385173	8.11166565271054	10.175983231022	7.55360502816259	9.14382444186627	7.438714997592	9.25871447243687	1.57568137137828	2.06431757831146	1.59021941370368	1.81999947484487
gene_94373	7.00303757437966	6.89656593852748	8.05752958390052	7.98676684497088	6.94980175645357	8.0221482144357	7.53028357914009	7.44166639174918	-0.106471635852182	-0.0707627389296368	1.07234645798212	-0.0886171873909092
gene_102909	8.19631405895841	6.73419863713519	10.1758422445151	7.71627516432488	7.4652563480468	8.94605870442	9.18607815173677	7.22523690073003	-1.46211542182322	-2.45956708019025	1.4808023563732	-1.96084125100673
gene_3409	6.85931753650996	8.33593583256275	8.44730795657299	10.6789858506283	7.59762668453635	9.56314690360067	7.65331274654147	9.50746084159555	1.4766182960528	2.23167789405536	1.96552021906431	1.85414809505408
gene_43931	8.44556367517194	7.11117928989872	10.8777697809602	9.0565111107969	7.77837148253534	9.96714044587855	9.66166672806607	8.08384520034781	-1.33438438527322	-1.82125867016328	2.18876896334321	-1.57782152771825
gene_59508	8.34196289658342	7.13347145956509	10.4330364820737	8.64210840809874	7.73771717807425	9.53757244508622	9.38749968932856	7.88778993383192	-1.20849143701832	-1.79092807397495	1.79985526701197	-1.49970975549664
gene_53676	7.25108990794102	7.1702686477385	8.86616197246898	9.06971296683316	7.21067927783976	8.96793746965107	8.058625940205	8.11999080728583	-0.0808212602025229	0.203550994364182	1.7572581918113	0.0613648670808313
gene_46341	7.18303510724633	7.01341570879342	6.04096821233309	6.01638091343679	7.09822540801987	6.02867456288494	6.61200165978971	6.5148983111151	-0.169619398452912	-0.0245872988963045	-1.06955084513493	-0.097103348674608
gene_103375	8.61908731491634	7.2199085301499	10.9308818714359	9.15210322944214	7.91949792253312	10.041492550439	9.77498459317614	8.18600587979602	-1.39917878476644	-1.7787786419938	2.12199462790592	-1.58897871338012
gene_113348	7.2951413263156	7.27160144786723	9.19003791032919	9.25980358976033	7.28337138709142	9.22492075004476	8.24258961832239	8.26570251881378	-0.0235398784483642	0.0697656794311445	1.94154936295334	0.0231129004913893
gene_55422	7.03384659869568	7.11934351081224	8.82024992230678	9.00975599964932	7.07659505475396	8.91500296097805	7.92704826050123	8.06454975523078	0.0854969121165627	0.189506077342536	1.83840790622409	0.137501494729549
