b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc	b1_dispersion	b2_dispersion
gene_30305	4.89905209358279	4.65862538608342	3.72646510739849	3.63454593823926	4.77883873983311	3.68050552281888	4.31275860049064	4.14658566216134	-0.240426707499374	-0.0919191691592287	-1.09833321701423	-0.166172938329301	1.15507465716838	1.21095253686122
gene_9507	5.72516012875647	5.56367405110512	6.95741182105522	7.19836664509669	5.64441708993079	7.07788923307596	6.34128597490585	6.38102034810091	-0.16148607765135	0.240954824041473	1.43347214314516	0.0397343731950608	1.07280666772392	0.80421203947338
gene_5960	5.59137693124954	5.72711912898105	6.82409010336166	6.69648391518128	5.65924803011529	6.76028700927147	6.2077335173056	6.21180152208116	0.135742197731506	-0.127606188180379	1.10103897915618	0.00406800477556324	1.07097830054712	0.881994683916484
gene_46419	6.17197250632107	6.15942771666428	7.53872613829281	7.30759098254543	6.16570011149267	7.42315856041912	6.85534932230694	6.73350934960486	-0.0125447896567978	-0.231135155747376	1.25745844892645	-0.121839972702086	0.997959001493293	0.705909155964766
gene_35529	5.93771076227734	5.92468108185347	7.0690469814094	7.09755522519857	5.9311959220654	7.08330110330399	6.50337887184337	6.51111815352602	-0.0130296804238688	0.0285082437891671	1.15210518123859	0.0077392816826487	1.03443359606063	0.802782215445364
gene_53355	6.63959521502463	6.58899357571571	7.73956052749145	7.77245858006329	6.61429439537017	7.75600955377737	7.18957787125804	7.1807260778895	-0.0506016393089119	0.0328980525718388	1.1417151584072	-0.00885179336853614	0.913814169876279	0.598565784867924
gene_38693	6.74685592311876	6.75797471474131	8.07922194827622	8.09503158692196	6.75241531893003	8.08712676759909	7.41303893569749	7.42650315083164	0.0111187916225512	0.015809638645738	1.33471144866906	0.013464215134146	0.883772025100994	0.485572701900572
gene_67714	6.65929873349174	6.74123579379193	8.2061750757388	8.43985024882819	6.70026726364183	8.32301266228349	7.43273690461527	7.59054302131006	0.0819370603001897	0.233675173089392	1.62274539864166	0.157806116694791	0.895367296575303	0.40309162308397
gene_50724	6.80818258868319	6.80336161071962	8.44701701072108	8.52525177176592	6.80577209970141	8.4861343912435	7.62759979970213	7.66430669124277	-0.00482097796356218	0.0782347610448433	1.6803622915421	0.0367068915406401	0.871584553697767	0.350637949902792
gene_12357	6.5185237701267	6.55181344885995	7.96762757999113	8.21544599248574	6.53516860949332	8.09153678623843	7.24307567505891	7.38362972067284	0.0332896787332535	0.247818412494609	1.55636817674511	0.140554045613931	0.93010541169897	0.484044181056936
gene_99914	7.11346994877446	7.0308058234632	8.61223609939865	8.85960783899414	7.07213788611883	8.73592196919639	7.86285302408655	7.94520683122867	-0.0826641253112657	0.247371739595492	1.66378408307756	0.0823538071421126	0.805727675434876	0.28921174967208
gene_90636	7.15370428604625	7.16346824696805	8.08424108463958	8.29397424409613	7.15858626650715	8.18910766436785	7.61897268534291	7.72872124553209	0.00976396092180476	0.209733159456549	1.0305213978607	0.109748560189177	0.782524309466466	0.450099027448178
gene_24282	6.82536405872298	6.71893946539297	8.33045713205212	8.36572722965983	6.77215176205797	8.34809218085597	7.57791059538755	7.5423333475264	-0.106424593330016	0.0352700976077092	1.575940418798	-0.0355772478611538	0.879302270074768	0.394319148511345
gene_119357	7.10329803686987	7.03617975567428	8.17464362836504	8.13749517074138	7.06973889627207	8.15606939955321	7.63897083261746	7.58683746320783	-0.067118281195591	-0.0371484576236618	1.08633050328114	-0.052133369409626	0.806358693560959	0.461620189522144
gene_79492	7.01952648463663	7.18749647742408	9.00061159994463	9.03815855880909	7.10351148103036	9.01938507937686	8.01006904229063	8.11282751811658	0.167969992787448	0.0375469588644552	1.9158735983465	0.102758475825953	0.797411305791195	0.233487888415626
gene_101737	6.74846431922875	6.88454769986481	8.66074905487816	8.63953053688409	6.81650600954678	8.65013979588113	7.70460668705345	7.76203911837445	0.136083380636057	-0.0212185179940629	1.83363378633435	0.0574324313209971	0.869092893248331	0.308256465559126
