b1_g1_mean	b1_g2_mean	b2_g1_mean	b2_g2_mean	b1_mean	b2_mean	g1_mean	g2_mean	b1_groups_fc	b2_groups_fc	batch_fc	group_fc
gene_30305	4.89905209358279	4.65862538608342	3.72646510739849	3.63454593823926	4.77883873983311	3.68050552281888	4.31275860049064	4.14658566216134	-0.240426707499374	-0.0919191691592287	-1.09833321701423	-0.166172938329301
gene_9507	5.72516012875647	5.56367405110512	6.95741182105522	7.19836664509669	5.64441708993079	7.07788923307596	6.34128597490585	6.38102034810091	-0.16148607765135	0.240954824041473	1.43347214314516	0.0397343731950608
gene_5960	5.59137693124954	5.72711912898105	6.82409010336166	6.69648391518128	5.65924803011529	6.76028700927147	6.2077335173056	6.21180152208116	0.135742197731506	-0.127606188180379	1.10103897915618	0.00406800477556324
gene_46419	6.17197250632107	6.15942771666428	7.53872613829281	7.30759098254543	6.16570011149267	7.42315856041912	6.85534932230694	6.73350934960486	-0.0125447896567978	-0.231135155747376	1.25745844892645	-0.121839972702086
gene_35529	5.93771076227734	5.92468108185347	7.0690469814094	7.09755522519857	5.9311959220654	7.08330110330399	6.50337887184337	6.51111815352602	-0.0130296804238688	0.0285082437891671	1.15210518123859	0.0077392816826487
gene_53355	6.63959521502463	6.58899357571571	7.73956052749145	7.77245858006329	6.61429439537017	7.75600955377737	7.18957787125804	7.1807260778895	-0.0506016393089119	0.0328980525718388	1.1417151584072	-0.00885179336853614
gene_38693	6.74685592311876	6.75797471474131	8.07922194827622	8.09503158692196	6.75241531893003	8.08712676759909	7.41303893569749	7.42650315083164	0.0111187916225512	0.015809638645738	1.33471144866906	0.013464215134146
gene_67714	6.65929873349174	6.74123579379193	8.2061750757388	8.43985024882819	6.70026726364183	8.32301266228349	7.43273690461527	7.59054302131006	0.0819370603001897	0.233675173089392	1.62274539864166	0.157806116694791
gene_50724	6.80818258868319	6.80336161071962	8.44701701072108	8.52525177176592	6.80577209970141	8.4861343912435	7.62759979970213	7.66430669124277	-0.00482097796356218	0.0782347610448433	1.6803622915421	0.0367068915406401
gene_12357	6.5185237701267	6.55181344885995	7.96762757999113	8.21544599248574	6.53516860949332	8.09153678623843	7.24307567505891	7.38362972067284	0.0332896787332535	0.247818412494609	1.55636817674511	0.140554045613931
gene_99914	7.11346994877446	8.38565759706369	8.61223609939865	10.731269717001	7.74956377291908	9.67175290819982	7.86285302408655	9.55846365703235	1.27218764828923	2.11903361760236	1.92218913528075	1.69561063294579
gene_90636	7.15370428604625	7.16346824696805	8.08424108463958	8.29397424409613	7.15858626650715	8.18910766436785	7.61897268534291	7.72872124553209	0.00976396092180476	0.209733159456549	1.0305213978607	0.109748560189177
gene_24282	6.82536405872298	6.71893946539297	8.33045713205212	8.36572722965983	6.77215176205797	8.34809218085597	7.57791059538755	7.5423333475264	-0.106424593330016	0.0352700976077092	1.575940418798	-0.0355772478611538
gene_119357	8.589922112311	7.03617975567428	10.257671026262	8.13749517074138	7.81305093399264	9.19758309850168	9.42379656928649	7.58683746320783	-1.55374235663672	-2.12017585552059	1.38453216450904	-1.83695910607866
gene_79492	7.01952648463663	7.18749647742408	9.00061159994463	9.03815855880909	7.10351148103036	9.01938507937686	8.01006904229063	8.11282751811658	0.167969992787448	0.0375469588644552	1.9158735983465	0.102758475825953
gene_101737	6.74846431922875	6.88454769986481	8.66074905487816	8.63953053688409	6.81650600954678	8.65013979588113	7.70460668705345	7.76203911837445	0.136083380636057	-0.0212185179940629	1.83363378633435	0.0574324313209971
gene_63491	8.82578002860394	7.19470098163065	10.6263930443154	8.81626465004761	8.0102405051173	9.72132884718149	9.72608653645966	8.00548281583913	-1.63107904697328	-1.81012839426777	1.7110883420642	-1.72060372062053
gene_58823	7.31697042906968	7.40959334902134	8.76782911163191	8.88367503881421	7.36328188904551	8.82575207522306	8.04239977035079	8.14663419391777	0.0926229199516619	0.115845927182297	1.46247018617755	0.104234423566981
gene_3595	7.22194196906576	7.29730903397523	8.87345593282425	9.04374157097901	7.2596255015205	8.95859875190163	8.047698950945	8.17052530247712	0.075367064909468	0.170285638154759	1.69897325038113	0.122826351532114
gene_119527	7.38599879566034	7.39317868271246	9.27303232323397	9.44079711638159	7.3895887391864	9.35691471980778	8.32951555944716	8.41698789954703	0.00717988705211514	0.167764793147624	1.96732598062138	0.08747234009987
gene_104125	7.24539554538208	7.20215449770436	8.71402812128032	8.51460025668094	7.22377502154322	8.61431418898063	7.9797118333312	7.85837737719265	-0.0432410476777232	-0.199427864599382	1.39053916743741	-0.121334456138553
gene_101065	7.27970781388308	7.42428951193971	9.27822099510585	9.29519163880521	7.3519986629114	9.28670631695553	8.27896440449446	8.35974057537246	0.144581698056625	0.0169706436993629	1.93470765404413	0.0807761708779946
gene_78461	7.224810004027	7.21660920635143	8.72307876766775	8.77548929126833	7.22070960518921	8.74928402946804	7.97394438584737	7.99604924880988	-0.00820079767557491	0.0524105236005852	1.52857442427883	0.0221048629625047
gene_108381	7.33649622309363	7.27729270101968	9.13282479272357	8.89693321835176	7.30689446205665	9.01487900553767	8.2346605079086	8.08711295968572	-0.0592035220739593	-0.235891574371809	1.70798454348101	-0.147547548222883
gene_21989	7.38693146691784	8.88999895250335	9.22374000379334	11.0992111435679	8.13846520971059	10.1614755736806	8.30533573535559	9.99460504803562	1.50306748558552	1.87547113977455	2.02301036397002	1.68926931268003
gene_3633	7.38457141721221	7.40828965841476	9.25458894153261	9.32833716534382	7.39643053781348	9.29146305343822	8.31958017937241	8.36831341187929	0.0237182412025483	0.0737482238112044	1.89503251562473	0.0487332325068763
gene_117565	8.68152312546296	7.4319439737573	10.828952522066	9.00605191136978	8.05673354961013	9.91750221671788	9.75523782376447	8.21899794256354	-1.24957915170566	-1.82290061069619	1.86076866710775	-1.53623988120093
gene_3062	7.61208390435836	7.49533565217802	9.51971647037956	9.5587077257841	7.55370977826819	9.53921209808183	8.56590018736896	8.52702168898106	-0.116748252180336	0.0389912554045413	1.98550231981364	-0.0388784983878985
gene_107873	7.40514085347348	7.54028096285047	9.5274486373847	9.31500679921362	7.47271090816197	9.42122771829916	8.46629474542909	8.42764388103204	0.135140109376987	-0.212441838171083	1.94851681013719	-0.0386508643970487
gene_35365	7.34753802911733	8.76911937821396	6.02437370177216	8.76754886802076	8.05832870366565	7.39596128489646	6.68595586544474	8.76833412311736	1.42158134909664	2.7431751662486	-0.66236741876919	2.08237825767262
gene_34844	7.46901359485449	7.44998296806199	9.11761669072645	9.15286544102555	7.45949828145824	9.135241065876	8.29331514279047	8.30142420454377	-0.019030626792504	0.0352487502990915	1.67574278441776	0.00810906175329329
gene_31910	7.65936894266169	7.48783118151324	9.48782629388796	9.54744162596493	7.57360006208746	9.51763395992644	8.57359761827483	8.51763640373908	-0.171537761148454	0.0596153320769623	1.94403389783898	-0.0559612145357455
